Q113959931	TZWAMJSOSOMPLI-JBGSNMCZSA-N
Q120286568	HYCJEHMBNSROSN-RUNKTZMNSA-N
Q120286570	HBXDNORVVBXTEO-KNHXRVBBSA-N
Q120286576	XAHIOANDCGMLLU-CXHRVQDBSA-N
Q120286582	JYQXYTFYWDKLPT-ZRSFBRENSA-N
Q120286587	NMKHOLDXUKPZEM-LOBNJYFQSA-N
Q120286594	IEIOCZLRHWBWAA-VFYQEISLSA-N
Q120286597	LVCDKQHOIIGWET-NLSPPTNKSA-N
Q120286606	HXIVIMYSQNCVFF-OCXGAJDGSA-N
Q120286608	PKXAVJXEGNYXLJ-LESPYSKMSA-N
Q120286615	PDKIUHZBFVKXFP-NLYUCCODSA-N
Q120286617	SCJKAJUAZPTDRO-RGRWSSGASA-N
Q120286626	SJXRUCUWMXVMAK-DTQPVOKKSA-N
Q120286632	GOCXMZRIIMLEKM-RPCPVVGKSA-N
Q120286636	TXMWKTABZBAJCW-QLHBUVOUSA-N
Q120286656	TXTFQSNMOAFCQE-YLQHFSMTSA-N
Q120286658	BZVAFPYESCJAEK-QYIBPRFZSA-N
Q120286660	AINACBPMKQPREK-PMAJXATLSA-N
Q120286662	PYGZVBRYUNZOAJ-QTUNZUILSA-N
Q120286663	BRVKEGMERAXENC-LDJWISGMSA-N
Q120286668	XOUODEXYIDULFE-AWBUIGFBSA-N
Q120286670	JFGKZRHSXFSHMF-UYCWGEELSA-N
Q120286675	YMHGZMYINOBSPL-MDRMFPFOSA-N
Q120286683	NQDCMWMLFSAQCX-OLWFVTRISA-N
Q120286686	RINVVJRTTTVYSZ-BASJSOKVSA-N
Q120286688	WDSJGMGSSBZBTA-KUBLBZIISA-N
Q120286703	FQILBHNTMMNWCX-GTSLYTJNSA-N
Q120286708	PZGMSWKRVOYKSW-SZZNRBPJSA-N
Q120286711	VMUGUHJRAOSIMU-DEPPQGFZSA-N
Q120286714	UGPJGPBGEGGPPT-REWMAAGGSA-N
Q120286716	DLBNIYCIHGTZJI-AKKLHGIPSA-N
Q120286718	PPZGAVYYQFVBPK-JOSJNYSJSA-N
Q120286723	PTAWPTKMXDLFKO-VZXSZJQLSA-N
Q120286725	HCFBZCCMOSAJDD-ZWMBOXBKSA-N
Q120286730	HPGZJQBTXAYDIF-HGSBZGIDSA-N
Q120286739	ANHFVOMGUJRNNW-NHSMLBCGSA-N
Q120286745	VBYASYPRGKHGEO-WSJXBMCGSA-N
Q120286792	WEUNTUVUAWDABH-RIIZGYGHSA-N
Q120286795	XJKXBTKTOXZQFL-IDPHYFMRSA-N
Q120286797	QVTBPCIHCQQWGM-FWMKDLLLSA-N
Q120286803	RCZREYIMELSGSA-TYBKSIGXSA-N
Q120286809	JCZVOJRQXOBKKH-NSADPMFISA-N
Q120286813	YJIQPDYUKSNQSN-QXNOUVIVSA-N
Q120286815	GLOHBCHVPRPNOV-BQXIPVDISA-N
Q120286818	YSLQGXDXYVVXSS-VXVUXWGWSA-N
Q120286821	KFNJHCGHCLZZAS-SWFAUQEBSA-N
Q120286858	KJQNWSAZSLKKTQ-QCXHKSFJSA-N
Q120286862	KSRIIPVZBFOVBM-VQMSEYSJSA-N
Q120286866	VNTRYNBUFRFXRB-LQMIWNLJSA-N
Q120286871	JUJWGAZXRNEYPW-PIUDRMMXSA-N
Q120286876	WJILGYKNIWRCRZ-OPKMXVARSA-N
Q120286879	RLKDRDNYMSMXGL-XWZCQCJASA-N
Q120286881	MOLWTFYARUQBMY-AIXWWGBWSA-N
Q120286901	OWUCYMBXHHXZRL-LIOPWZIDSA-N
Q120286904	XHGAOOQYUYKWEC-ZNHIFAJBSA-N
Q120286915	XZSIDISIMYYDKT-JYEBOTEMSA-N
Q120286916	WLNVUDLRFPEMID-ABMJRETESA-N
Q120286918	WYCSIKFFWNBQTH-CCYVJSPSSA-N
Q120286925	FJZPBTOCFGKHRT-ZNVHTABXSA-N
Q120286927	HPUIZDQVRPPKFC-YIVGCJTKSA-N
Q120286929	KRMCNOVCWGWYHP-YZGIFPCRSA-N
Q120286932	SCJAGBUDOHPLBP-QMAJDMBVSA-N
Q120286939	MYSRYBHAZQFFKJ-YPRWJYMBSA-N
Q120286941	SSMKCXDMBHRTIM-WBMVEEGQSA-N
Q120286942	MKFWJCLOHJFDQO-YTOHPTSYSA-N
Q120286944	DIXBJBHGVYSCAR-SUJLZCLMSA-N
Q120286951	MXMODTVYMFBFLH-UKSAVOONSA-N
Q120286956	QNLQZXOKXMBLEP-QUEKGKANSA-N
Q120286957	FTJWNHUETRYCAW-IFPVRAORSA-N
Q120286962	QGSFHGSYPKDCBO-JDYDOGLSSA-N
Q120286968	WZHXVXQJWNCNHV-QXRCRFSHSA-N
Q120286970	GUDNOOGFNJLYRU-NXAUZPJWSA-N
Q120287004	XYYRUMPXVOZUGQ-HLWBBGRPSA-N
Q120287011	IDORTGNLWFUSFB-BEZIXVOXSA-N
Q120287012	FHGXTKAXCVLEFT-MIELHLGDSA-N
Q120287014	WCTQHGKNXPVJMQ-XXQJCYOSSA-N
Q120287016	XTRYZGWGRJXOOV-XJIKFJTISA-N
Q120287017	BDRDOLCPZFPOPT-AJVINMKYSA-N
Q120287024	AXGBRPSHYYTFMZ-YZLGPNATSA-N
Q120287027	NXTZBTICGNFHNX-BDPKWXTNSA-N
Q120287039	XQRYNXSLFUMURJ-BKPYFGMLSA-N
Q120287040	ZCZCYCYQZRQYEB-XWXBWRNMSA-N
Q120287047	ZIGMEVARAPDBLA-ZOFBRCOOSA-N
Q120287049	XPYGWWVHYLRURU-LIJUZOQKSA-N
Q120287050	ZEUQOKOKLZTLSB-NYWPEPSPSA-N
Q120287062	JDAXUBRZAOKTCW-XRMSHLKLSA-N
Q120287074	PPKWPZSSYUYKDG-WLLLDXTCSA-N
Q120287075	CXMIOWMHEHIKQH-STKQNTNBSA-N
Q120287178	BWIZOVWGSXRELH-LRIYWTGSSA-N
Q120287183	AHFFBXZSVOKSCA-FAFQATKSSA-N
Q120287185	BOWKMRQGYPXYIY-DBPPSAKJSA-N
Q120287190	SJZMAXZPHJKFLA-CSOMECLSSA-N
Q120287193	LMDMXKYAEKPMRJ-HMTDPXOMSA-N
Q120287201	TYUOYBHEQWBQON-VZKMDISCSA-N
Q120287208	XEMKEHAWVGNINA-YBYRLAKVSA-N
Q120287212	SMKZBRSFCKAVAE-JWHSOKOHSA-N
Q120287222	RYWWBXHDEGSCOG-MFCAIVPXSA-N
Q120287227	DRMWFBLWJOLCQA-YLVYSZSXSA-N
Q120287228	VWCPIASDXDUAGK-REIPJKJGSA-N
Q120287235	CNRGDEVLIJIREE-FAYOPTOUSA-N
Q120287242	AHUMYRQDJNDRDH-CMJLRPPPSA-N
Q120287244	SRMKCMJXKAKEER-WBERPJNYSA-N
Q120287245	OLOFLLURAAOWGJ-LBTGDFIJSA-N
Q120287253	RXDPGFFVSMSLTG-WOVOSWEDSA-N
Q120287256	ATOGUUPTSJQDKK-IPQYFWHISA-N
Q120287258	UAQQCLLOCCBAAR-OVLWOSCKSA-N
Q120287271	UOAKVSDKWNABCS-POXLBSODSA-N
Q120287273	TYMBSDOSDHXLPA-RDKFICSOSA-N
Q120287275	OQJWEKCHKHWMLA-ISEDGRLQSA-N
Q120287286	FEYLCRDKTGOOMP-HAKKMBSGSA-N
Q120287287	XNZXXFYGNDCIIF-LAIVQTAUSA-N
Q120287300	XXSYIFUJSLRJEH-SYBXMYKISA-N
Q120287306	DSZMYGQJZQQSEL-LTASUQRYSA-N
Q120287312	YCYMRUIJGIMVLL-SNOPQYPZSA-N
Q120287318	RUIVGQBJBPDBPG-BIZSHZJOSA-N
Q120287320	VMIMELKGIOUPBW-OUVDXFAOSA-N
Q120287324	OSOOFMZMHFHDPK-JHXWBBHHSA-N
Q120287330	FHHIHPUNMRGJBD-IYMCJNPPSA-N
Q120287332	ZCHMUPNOWBLFPP-GHBRUCNESA-N
Q120287339	IXFFDNWGGDSUHK-WWOMLNLYSA-N
Q120287343	RQIGHXPBDXWTAP-IATVLMFMSA-N
Q120287344	GVXPBDMISUWDBB-FFMNKRALSA-N
Q120287346	NQINDCNLWAAQDL-GUISVSHNSA-N
Q120287392	SSHQULTWICGVDD-VADMYHFGSA-N
Q120287396	FCJIOGHLJHBKRR-RRSYUMOYSA-N
Q120287398	MRADHNGGQNMBIT-QZSXXDLCSA-N
Q120287408	HHOXMNWYACDQOZ-KSVLYWAXSA-N
Q120287409	MJMJLVATKSBAIH-JCHZDRECSA-N
Q120287421	ZYWLXRUXJLPKJH-CUBPYNTISA-N
Q120287424	OVLIJZSOJQWFEB-YGXKXHDLSA-N
Q120287426	YXCYWRAJSHPITE-FJTAOIQASA-N
Q120287461	GMTCXPJRIMJRRB-APHUJCRJSA-N
Q120287468	BOGNZWFVCFWTDN-OZSVHGTMSA-N
Q120287470	QIHLFTFVQXJXEL-MTIYGZFYSA-N
Q120287472	SYKSHKWEDPYLLS-MOMUSHDFSA-N
Q120287479	BOKCLVLFVYMOPG-HOEOPJOSSA-N
Q120287483	DBVRDNIMGBAFLC-DQDINVBZSA-N
Q120287485	YYFWQDIJFMENNG-AECNXMBZSA-N
Q120287498	XORGQMNRBOZGBM-IBENIOHQSA-N
Q120287505	UOCLUTKQUFQWOF-OSCFGKOLSA-N
Q120287518	PEIYYGBKBMSDKA-HLOUUGQWSA-N
Q120287526	OSLIOJBFXMGZQO-STZFUCKASA-N
Q120287528	SHVMTKJCJPSWEE-HCRQISOCSA-N
Q120287529	XWXZBFCKAFHEJK-HAXZMRACSA-N
Q120287570	RCYIETYFTUBXFK-AHIIZLPLSA-N
Q120287578	IVRUJYRTYXTTIH-WURLXDQTSA-N
Q120287580	DDWAXVHDVUVXSQ-XASORYIHSA-N
Q120287585	AYQHSNLDEWMDSL-WDJMFKBXSA-N
Q120287586	XPRWICFUJOGOBN-OLMBKOPHSA-N
Q120287608	AHARKWTZAVEXCY-QAHZJOAVSA-N
Q120287609	QBWWHOKPBJFJMT-HBTQITAKSA-N
Q120287611	LDWHFXYROBXTCC-XCXLAPNFSA-N
Q120287617	IPTNYCRHJMJCQE-KMTXBVSESA-N
Q120287622	LGTDUBAUPUGEKH-AWYDSTDESA-N
Q120287625	SXYGTUCPTIEYHP-ZRKLPMPJSA-N
Q120287639	UIYQMLUVDAWCAO-BSKMRPFHSA-N
Q120287647	PZJGYRZVYVHCDI-QRDZVSGTSA-N
Q120287756	NTCKBJDZYIUTCZ-IWRJKWNLSA-N
Q120287760	OGNCECWXMXWFGY-HUKRJYENSA-N
Q120287769	LHQQLSYOJMCNOW-UCNYNZSPSA-N
Q120287775	YNBYDMOKHWTIOZ-AMXMSOOLSA-N
Q120287777	ZXBWNEVRFREORM-PISIRZHQSA-N
Q120287783	KARDYNFJVPQHHS-RLIOHNKCSA-N
Q120287786	ALOIXMAWZZBRNQ-QYOYRNOSSA-N
Q120287789	XLKRJIDQNKJANA-BCQSDSNRSA-N
Q120287793	IJTQTIQOHKQXGY-VVYUWGEOSA-N
Q120287803	PXPWHPFGBJUFLZ-JGYRUTCNSA-N
Q120287810	HEBGSKDYZDHLCX-VVBUWLPMSA-N
Q120287816	AKGQJSDGPYTCAM-GAPWSALKSA-N
Q120287822	FUAOHJNESVJHTJ-FYHQFSFOSA-N
Q120287833	BXNIMONORLARCL-IFNSVAJYSA-N
Q120287835	RHODOWWOHRDFEP-AJWXWBAVSA-N
Q120287840	XVHLGBHSAWAQOP-VCFUQMKTSA-N
Q120287844	AMDVCDGQSHKXKJ-JODOLNPYSA-N
Q120287851	RLUPWQZSNHDVDN-PGZMEBPCSA-N
Q120287853	DBLWBMOGRRODGG-GCKQKNAVSA-N
Q120287855	CCWZMJPDSMVFGX-QEOYEMERSA-N
Q120287857	KKGZTJAALMWDDO-MWXFJUHGSA-N
Q120287859	IPZRHPDQZSVWCD-PJACIPIVSA-N
Q120287864	SFXPGNOTVPCLGV-YQACDRHUSA-N
Q120287866	NVPVWAAYLOXLNU-RILZXJDUSA-N
Q120287874	BZTOOKGLTZMARR-RAYLIACFSA-N
Q120287881	UYEQRCSOCOOKBP-CWBQNETKSA-N
Q120287885	MAUHSUFTWXUWIX-NOTSGBSUSA-N
Q120287890	LBVQZZXEQAQWJE-FCTCNIKJSA-N
Q120287893	WBENTTBFGOYZBK-BQMFVZMCSA-N
Q120287898	SBQTWJNABVSMBM-XCZMMDCMSA-N
Q120287907	SSECMEVMCYXEDX-UGFDWAJZSA-N
Q120287916	JZLCQNMKTSPFAK-JAIQZPLMSA-N
Q120287918	YUJKWSDSXISWCS-CYBYBDOESA-N
Q120287921	RFTLYHXOQWFSCO-FNRWURKDSA-N
Q120287925	OPTUSOADQGGXMD-XEYOPBALSA-N
Q120287927	RXWNEDBINLPSKT-DTPXRKDSSA-N
Q120287931	ZSHNGOFHXDJETR-OCJVAEQXSA-N
Q120287936	XHGPJDAXTQRYRX-IFYWJLRBSA-N
Q120287937	ILVHTHLVGOKSIS-BIHBSHSGSA-N
Q120287943	SFZTVHSRKLMDOB-UWDFUXPYSA-N
Q120287945	FTNPJDAJOYFDJL-RIJSEVNGSA-N
Q120287951	QROLOTLYOQHAFL-NLYWCXLUSA-N
Q120287958	TWXWSOLKSDFPFB-VJJDJYGMSA-N
Q120288007	PXIUBETWKWRBPT-DGWQIHMPSA-N
Q120288015	IMBBOIUUCCVERC-HEQJQPLHSA-N
Q120288017	OPCJYNITBIDVDE-SQQCVFIXSA-N
Q120288029	FHGRPKGSJLEOPW-ITVXMUIISA-N
Q120288030	XJQCPIOAYWRUGR-ZUYJVACDSA-N
Q120288035	JDZRSDCYLJXRKY-HPGVEKDJSA-N
Q120288042	SRNXTCUWECEFMA-WVUMPXNTSA-N
Q120288050	QNPCPEJNKZXLQV-VANFDPMDSA-N
Q120288053	DKFWNUITVFDQMU-DWCVCARYSA-N
Q120288091	JUGMYMSENHZDFP-IEEYEVFTSA-N
Q120288094	ZUUZFSJFRFUBCL-IKADKQQUSA-N
Q120288100	MDSRBPFYQFNJDJ-GZDQXKFESA-N
Q120288102	GSFXTLKEIOKHOV-IBACLTAKSA-N
Q120288106	ABWRGYJPQDSYGX-HHPSPVEJSA-N
Q120288113	FCNLLNPOKDHJIF-TTWZZAOASA-N
Q120288115	OXTOMNSCYFELCS-AMAAGXEWSA-N
Q120288116	RGCBRGNUDYCQMJ-NHIXQSKFSA-N
Q120288132	ZPIMINKGGHUFQF-ONQZLORESA-N
Q120288135	NREQOBXZRZZFOK-VQIGVWRVSA-N
Q120288137	PEUGWZDZALJCDL-DTIXSQCTSA-N
Q120288148	CBVXOEOBKRUIIH-UYFGBHDVSA-N
Q120288151	LRGPYPDUCWGZGT-KSPJWWSYSA-N
Q120288160	KVCAKIAKSWDVGG-LVFBTVLRSA-N
Q120289080	SWRIYMPOMOLLBH-GCNOXSMISA-N
Q120289083	YRZBMLPNEKVHRG-MVRQAWAQSA-N
Q120289119	SHZPWJWHCSZOEX-LNQXMCLDSA-N
Q120289131	WZPQAQGIOSQQKF-FXYJTYFCSA-N
Q120289136	PWAOXOJAJJJACV-OZKNWNTQSA-N
Q120289137	CRIHRLHXKRNXPC-QBPZNAFCSA-N
Q120289150	KPERVTDKUHQJPA-GEWMRBEUSA-N
Q120289157	SAKURFWWZUPUGR-IKGQCQCDSA-N
Q120289163	AOUVMSYVAXWUTL-LADIXXRYSA-N
Q120289173	FDMACRGZFIRXTA-LVSFBWBOSA-N
Q120289182	UTSJMBXFBURNAR-SUBPGXBJSA-N
Q120289184	OQRXPGDRAOFVJF-WXILDBSCSA-N
Q120289195	PDFFYHNLAKMFAW-VRQFSDKGSA-N
Q120289196	VWRXQZKIYNYMGG-RZIQDICVSA-N
Q120289207	GGAHUINIWXQGHJ-VZGUBQBPSA-N
Q120289209	YDZSYKOIYMNSMY-RURPAWJHSA-N
Q120289212	CUUBCJUEBJZPHP-DIGSSAPCSA-N
Q120289219	UUNPUIDOTCYWRF-JVKPNWEFSA-N
Q120289223	BQSQTHNCNDZKMD-GBYQVRDXSA-N
Q120289324	JLEMYYGTXQHVFE-GMMGLHSYSA-N
Q120289333	BTLLBFZSJPKPDE-QOAZIEKCSA-N
Q120289336	SRYOBUHCWMTNON-ALTOTNFMSA-N
Q120289340	PQHJIINABGQWDK-DCERNMJMSA-N
Q120289343	CMQKNURFVKDTED-XSOZIZFKSA-N
Q120289349	UEQKHHMLYMTCNP-IKDBLOCOSA-N
Q120289360	WXMOURHYAWKCON-TWNFZGQVSA-N
Q120289368	PFKJVUBNWOIABQ-VENHNGHLSA-N
Q120289376	BTRTUQBQSRWCPD-TXIHUKIVSA-N
Q120289383	XEVQMHZJFRSFOB-UEZCEVKKSA-N
Q120289385	XHRYSMLIPCWYRT-WEVYJNMLSA-N
Q120289400	UFZAMUNCCQBRIA-OYEDPGNGSA-N
Q120289406	QUJFSQWXAAMMDR-XQXNNJFTSA-N
Q120289407	HZWZIBKPKXMNRQ-WPBHGMHRSA-N
Q120289417	KHCAYJIDKGDZDE-FEJMPSDGSA-N
Q120289421	PWBYJBHXTCVJNG-WCHGWSQQSA-N
Q120290087	IXDYCTWELIBSSO-MYNDMTSSSA-N
Q120290098	DQBBVSOYDVFHHR-ALECUMLNSA-N
Q120290110	BBXMDCZDAROICL-HQMBTBFBSA-N
Q120290113	ZRMFKKQHFTXVCM-QUXQMZMZSA-N
Q120290120	ORKIAEULOAKGLC-UWGZITAOSA-N
Q120290127	QUXKGFALHOZZDI-BSQATAKYSA-N
Q120290131	QKZPDGAYJCRIFC-HJDUCWPMSA-N
Q120290133	RJSBUQNZUYGZTD-LNWMKLEASA-N
Q120290135	UALRMTMYVKACCZ-MFNXHQOESA-N
Q120290141	VECCFXPBXBTTJG-WBIXIGQESA-N
Q120290153	SNOKFODHARFQOU-JSAZVCFOSA-N
Q120290156	XCQULHHCFJXSBA-XYRQRGDGSA-N
Q120290165	OSCPURITXSWNQF-WUUNKKKQSA-N
Q120290178	FAKRNPUGMUWROH-LYKJBDCSSA-N
Q120290180	SBXNKEPUETWBPK-VUJXOFMHSA-N
Q120290263	WFQIAZNTYDKNMG-XFFFKSSKSA-N
Q120290276	YLNATRJTDGRAOC-ARICCIIZSA-N
Q120290285	NIYFCMHVCRSLEF-DIMMJHTPSA-N
Q120290293	GSGZZYVNOWULHC-KKNXNVKPSA-N
Q120290302	DQZKVRPUMPALJD-NEBJKUNWSA-N
Q120290304	FVMUXMFNDQLEAU-FENYCSILSA-N
Q120290318	NEZJLYSHWRBTKF-SHZXWNAJSA-N
Q120290325	QIWDVFCGYRFMCC-OMEYAFLVSA-N
Q120290335	XRMMRZRWDOWCNQ-YNADZBRRSA-N
Q120290338	RHIICZGNKYBYSJ-GLLQAZCTSA-N
Q120290340	BTIHODLFJKWPRN-CQEIWPJBSA-N
Q120290412	ZDUUFDRXGAFTSV-PHGMTDMFSA-N
Q120290429	HNCZROXFYKAXOH-FKSNLNLZSA-N
Q120290440	AFYPFROJGJEKSQ-UHJKAELHSA-N
Q120290446	MLCJMOBQXMKDLO-RXOXZJOFSA-N
Q120290449	NYSPTYGWHHKGGI-MBQXAFEJSA-N
Q120290451	YTTFVSISHNIUJH-XGHVUUJYSA-N
Q120290452	INJZHCGOJDOCSE-GZVHOWRYSA-N
Q120290473	UYNHYFJAGQHPQV-OJEKPXAVSA-N
Q120290485	WUZHKRDAIPYUAS-WBMCSUKFSA-N
Q120290486	VTYOUHABHPEFBK-RXHKOCSRSA-N
Q120290489	RCAVHXJASXMRHH-IVGWZICZSA-N
Q120290492	UYCDWUDKTDWXHB-WDNNEGHRSA-N
Q120299740	NWNBDJCKLUWHMV-RYQRFTLQSA-N
Q120299757	RPBQGQXWNKRQNZ-UWIQJQLGSA-N
Q120299758	XJWVDHGKFQCFPB-SETRCIDESA-N
Q120299767	UJFFWQKGVOEAPE-SAMNGGKMSA-N
Q120299771	RXPSOMDWZMXQOO-VOVKNZGGSA-N
Q120299772	GBTJDANNDZMCSO-BBGKFGAWSA-N
Q120299774	QCXOKKOXXPBERL-IFIJDVLXSA-N
Q120299792	LHWUMNDCBGZARS-WZPPRFABSA-N
Q120299797	NMBGCOWZPQIICT-ROBOIFGTSA-N
Q120299800	KTBQPCJSPGEYHH-JKOIUGSXSA-N
Q120299807	NRDALNFKZCGIPZ-XJHHAOKDSA-N
Q120299879	LSXDZNCCTZMUIJ-JJOSBFEUSA-N
Q120299890	PTMJQDBEENYEHE-GGMHQFBZSA-N
Q120299898	BTYYWBNWBIXRST-JKYOHDLRSA-N
Q120299905	OXBLTDGJQZSEHG-JISDXOMUSA-N
Q120299913	PEHSTCKPKBMSBQ-YEXYKODASA-N
Q120299923	HAGZJMAABAPVKG-AVIOCLSESA-N
Q120299982	KAUMGZIPYOWTQN-WZIRVDMQSA-N
Q120299983	OAHPILQQIBBULA-YQCGVVSESA-N
Q120300003	YMVXMFNKIYCSNR-OGKBUGTHSA-N
Q120300026	QEJMGZGTGNAERG-PKYVYYHXSA-N
Q120300027	WBOGFNYOEDNZQG-FFIRZYKWSA-N
Q120300028	XBIQXTQHPXNXDZ-HYNWSLATSA-N
Q120300047	YZDMUKPDFPZKLK-DJVQGORRSA-N
Q120300058	GLNXLYRBLGFBLW-GWTJGDEVSA-N
Q120300060	KHTDSTVVANVHFF-PRRVDCIUSA-N
Q120300079	AUIYXHCZIPVPGG-HAZRODEVSA-N
Q120300098	OELFERGWIYEASK-FGRBDTGUSA-N
Q120300234	TWZRYOCSXVFMGI-GRZGFRKCSA-N
Q120300247	AOTFUYDDGGOHGP-BPJZXFLGSA-N
Q120300250	MLCGMLRNSFLNND-IOXZHMHPSA-N
Q120300257	MVALFMWMBAQCGJ-AWFVRXPPSA-N
Q120300273	ACXVEKPECUUALE-SETXKFBOSA-N
Q120300275	VGFGAVMFHSHYQQ-SURLLAPSSA-N
Q120300334	BKJCAKXSGKEULU-PEESSFPXSA-N
Q120300347	BJPRCVZVRCQHFO-CMSMDNPGSA-N
Q120300348	AKDGQXYJMXJSCE-ZMVVNULSSA-N
Q120300365	GZLKXPDFESMZOE-NXUSOGQMSA-N
Q120300392	PARYLBRRCOIHPN-FHANAECRSA-N
Q120300395	HZESXRBNKSATDY-PUAYTNOJSA-N
Q120300409	WSUKABRGISKTKI-KXVZIZBZSA-N
Q120300413	TXXAAMLWYFWSKB-TZQQFWPHSA-N
Q120300421	ZJDPMLJZMVILST-ROPPQHOSSA-N
Q120300422	HUYCOKLLYZTFEE-QRLCQOPTSA-N
Q120300425	SGRMFHUUIMJYPB-OJDNLUPNSA-N
Q120300889	KJSHRCSZEYAXHH-CGIRRWDMSA-N
Q120300894	AZARSHIWRNYPBT-UCRBJODQSA-N
Q120300899	XFXPCESVAAXAPH-XOXPLLLWSA-N
Q120300901	GQEHAGYNPDQZLJ-AYLOMLNLSA-N
Q120300902	SRPPDSSBMQWOAS-YZGNTQEUSA-N
Q120300904	JYHRBIJZMPOZNX-XOXPLLLWSA-N
Q120300906	FKABAPOCBDYCJJ-XXVPFHSGSA-N
Q120300908	BVQNUGBQIPCAQY-XOXPLLLWSA-N
Q120300914	BYBRYCIBUKIVHW-UIOOFZCWSA-N
Q120300916	HFXKYCKMBKWFSP-JRTFMWKKSA-N
Q120300935	JKTGDOGAVPBQDI-NQNUALNFSA-N
Q120300937	PSRSTOVXIJTKGG-DKFDWSOISA-N
Q120300939	QEEXYSAHKXUIFD-OCIPMTKCSA-N
Q120300948	NVKWDWTYDRPVNY-VZJUQIMDSA-N
Q120300951	OQWOKDQAPBSVGH-KFDGTCGFSA-N
Q120300953	PVPLOFLVMFDWJG-BIKTWNJESA-N
Q120300955	LZOLYUOJBKIVHC-QRCODTGVSA-N
Q120300984	VXOQBABFAYTJKD-LAAVQGTGSA-N
Q120300987	UINNZTXASUBFNN-CKXOWYEFSA-N
Q120300991	GRQWEXRTFAUFIC-BCDAHGNSSA-N
Q120300994	NLPJYNZQKGQLQQ-WKRXNOEGSA-N
Q120300999	XIDQMQJGTGDFQK-VCLRQILYSA-N
Q120301001	HJMOOVDMBBFAGL-UPOCCRFSSA-N
Q120301003	REOZPGVUASKMLT-YAEXVQBPSA-N
Q120301008	SSSOQCOUWWCQSF-AHDWEONGSA-N
Q120301016	MJFURNIWNZAPEH-UPOCCRFSSA-N
Q120301020	ULBOSABOHWSJPB-XNMUGRSBSA-N
Q120301022	AGVOZDHPUZEVKE-VMCAWQEMSA-N
Q120301025	ARSRHYUCIPAFEB-JYKGBUINSA-N
Q120301027	SRGBQJKFUFPGBD-GQYKADHISA-N
Q120301029	QCNHZKTWEFPCNJ-VUZARICBSA-N
Q120301031	SEERXXKFFSXYGE-MGUCWTJLSA-N
Q120301035	WLPBTXSMGKRNSH-YHQHXGDBSA-N
Q120301037	ZUMRLLQCQWMBIK-HRCAYUMYSA-N
Q120301039	YGBTZLLCHJLFFA-YZDFGWSLSA-N
Q120301041	IFNPENGUFFXCFH-CGKXPTHNSA-N
Q120301044	ZFQKIXYNDKWBKW-XGLHNFIMSA-N
Q120301046	GDDVJRRNJOLGDY-QOSRUJHKSA-N
Q120301048	UBCNVHMEEQXGSB-HUDYVLETSA-N
Q120301050	QUZHZFAQJATMCA-ULIOOGTRSA-N
Q120301051	QYYCNBNXSCGWDD-MNTQEWSBSA-N
Q120301053	FPGFBOIBRNYOJZ-MRZVKHCOSA-N
Q120301055	GNZMZFXXIFZQDA-RQRBVTKCSA-N
Q120301057	KDYAPQVYJXUQNY-JDNYTJDTSA-N
Q120301059	RHHXWKPNZITYHO-GOHHXVKMSA-N
Q120301066	VJNZTCUJHBGUCY-WBDWMTBZSA-N
Q120301068	LPSIUSBXXKDWAC-WLMANMEGSA-N
Q120301069	YUGHGIPCTOCHQV-VOZUKMNLSA-N
Q120301074	NRMCYKZFZDGWAF-WKNJLECZSA-N
Q120301076	SJNQGVXAWCTAPW-BDFQWHSBSA-N
Q120301085	DTQGAOWHNJMBBA-VHOSSFHWSA-N
Q120301090	YBQALPZOCOIUNB-PXLJZGITSA-N
Q120301092	BDQBLFGUSROMJZ-DIPNUNPCSA-N
Q120301094	SPCFNTSZQSEJLJ-PGUFJCEWSA-N
Q120301100	SNZJTWYFEIQNHP-ANFMRNGASA-N
Q120301103	FIBCZHAELLGUEG-JOCHJYFZSA-N
Q120301107	BDFWSIAKCXIBBG-DIPNUNPCSA-N
Q120301109	MBNMYHRROGWUAS-AWYUTHGESA-N
Q120301114	VBWSYJOSSOZQOH-JGCGQSQUSA-N
Q120301117	PBJQRVBOQXJAHG-VJOZURCUSA-N
Q120301123	QIPBUWAWTWBGPP-DIPNUNPCSA-N
Q120301126	IOFVELCSFOVZPC-KXQOOQHDSA-N
Q120301134	FTWIALFPWUNAMY-HXUWFJFHSA-N
Q120301142	OELOTERACVRIQH-DIPNUNPCSA-N
Q120301145	SFHLFLGTWUXKDJ-KXQOOQHDSA-N
Q120301147	LDFNJDAPTPJKTN-LDLOPFEMSA-N
Q120301153	WSIRPZLICLQFIR-VQJSHJPSSA-N
Q120301155	SNGGHTOHJYFBKC-HUESYALOSA-N
Q120301157	SCFVWKZTDQVOSL-JGCGQSQUSA-N
Q120301160	LPUZRKCOBURCPA-UAIAYBLDSA-N
Q120301167	WFNYHLJLDCXMDV-RRHRGVEJSA-N
Q120301170	JYMIPWOZASSGGM-VQJSHJPSSA-N
Q120301172	IIKFGPGQHMMADZ-HUESYALOSA-N
Q120301174	GHFBUWLYGHCYQJ-USYZEHPZSA-N
Q120301176	RLNYFMQMIIHWFV-JGCGQSQUSA-N
Q120301183	CXQDKCMMOXUQLJ-KXQOOQHDSA-N
Q120301184	STFDYQJAZCASBW-LDLOPFEMSA-N
Q120301186	YNAVPMYVEPIOMV-RRHRGVEJSA-N
