Q120301784	PCVXFMVFELOBDV-OJWHMCDOSA-N
Q123343080	ZAIVFGVDYRYODM-IXDWRQDTSA-N
Q123343081	XGHJDXIBHSICDD-BYMDFYQNSA-N
Q123343083	XGHJDXIBHSICDD-QKPUINNASA-N
Q123343084	XGHJDXIBHSICDD-KMFKVSAKSA-N
Q123343085	XGHJDXIBHSICDD-RJFDHWIPSA-N
Q123343086	WDIVIMUPISTHIC-VCUHGHOBSA-N
Q123343087	LZGFBUOYACLMKX-HTPMONNOSA-N
Q123343088	SIRRNXQFRZYJRQ-ZYFLEQGCSA-N
Q123343089	IMIQPAWIJCTKKS-REASRWHDSA-N
Q123343090	XRMZLIWRUWAKBZ-SGYPUKBOSA-N
Q123343091	XNNCIMFABXVYGU-CHNBMPJASA-N
Q123343092	HWBWUXXZEMEUDR-JLZLKMPJSA-N
Q123343093	QSFGCVTYSFFQGG-DXXPWSIZSA-N
Q123343094	GLPXFBKLNBEZTJ-HPVXSBMKSA-N
Q123343095	HWBWUXXZEMEUDR-KWNKPGOASA-N
Q123343096	UQLZDSVNAUBJPT-KTHMOAKDSA-N
Q123343097	FKQONHKFAZAIOK-HPVXSBMKSA-N
Q123343098	BCDZYLNIANLXGJ-YZITXLJHSA-N
Q123343099	NERFXSNKWCSNMA-WJOGRIIQSA-N
Q123343100	SUVJNIYOIZZPKY-VJJGHVCOSA-N
Q123343102	WWSMOPFEIPRNEI-UODWBYCLSA-N
Q123343103	ZUWRWBTZIVBXBO-PYRFWCTISA-N
Q123343104	AVESXZIXJGDLRC-MSWRIHAVSA-N
Q123343105	AVESXZIXJGDLRC-LVAGTQQESA-N
Q123343106	OREIUHIOTGIWFL-JFLHORETSA-N
Q123343107	BXFICNZRUGMDBE-LLHJKJNMSA-N
Q123343108	BXFICNZRUGMDBE-JLZLKMPJSA-N
Q123343109	BXFICNZRUGMDBE-SDIZQGAISA-N
Q123343110	BXFICNZRUGMDBE-KWNKPGOASA-N
Q123343111	NPJWIPNUJMLFQR-SYDXKHARSA-N
Q123343112	LWMYATUXOQDOCP-HQZNHLNTSA-N
Q123343113	LWMYATUXOQDOCP-KWNKPGOASA-N
Q123343114	YRVALTBWWFWRPL-DWPSERIMSA-N
Q123343115	YRVALTBWWFWRPL-VJJGHVCOSA-N
Q123343116	OCFFVCHLAKVDBQ-ABOYNMQOSA-N
Q123343117	XLOOAPQXGQUZDQ-FLOOHNOFSA-N
Q123343118	ZHZPSISSWOOYJO-SQSVGMKISA-N
Q123343119	PGFVHPGYHAXPEU-UJBFZSSVSA-N
Q123343120	FZEXGDDBXLBRTD-BVJXYISBSA-N
Q123343121	BEIORBOOYCCRTP-RPBDSEOUSA-N
Q123343123	ZZBXTPNYAGYJOS-LKHJSATLSA-N
Q123343124	BEIORBOOYCCRTP-ITAHSPAWSA-N
Q123343125	VUSJKSYHVIPASH-SIDJMYRPSA-N
Q123343126	XHSIUSQDKAIUKK-VYGJDNQCSA-N
Q123343128	WDNSHUJBPRMQJE-WDTLKCQNSA-N
Q123343129	GACBCCSWCXCPKD-ITTRCMFSSA-N
Q123343130	KTWULTSOHFXMKA-PVSIYCHTSA-N
Q123343131	KTWULTSOHFXMKA-NHCCGPPUSA-N
Q123343132	DHHHZPHUXCNBHF-VYJXGJDFSA-N
Q123343135	DHHHZPHUXCNBHF-ITTRCMFSSA-N
Q123343136	DFOWDEBIOXYKFC-JMYVBEIQSA-N
Q123343138	MLLRCQVZBGUACG-JJADZVGUSA-N
Q123343139	FTAVQASGXSUPLO-BTDWDQILSA-N
Q123343141	FDGRGXLYGSXKRF-FERUBPRHSA-N
Q123343142	FDGRGXLYGSXKRF-NODIOXECSA-N
Q123343144	FDGRGXLYGSXKRF-JBINGYQBSA-N
Q123343145	RZLPEKINOHYZDW-IYCWODGDSA-N
Q123343146	DADIFVNVEURWKL-OXZNTLLFSA-N
Q123343148	NYUYZDVVDJKJEF-ITAHSPAWSA-N
Q123343149	NYUYZDVVDJKJEF-BRLJXFOLSA-N
Q123343150	NYUYZDVVDJKJEF-BUHLCRBVSA-N
Q123343154	NZVVDVWTKZQJLY-JMYVBEIQSA-N
Q123343155	NZVVDVWTKZQJLY-UTYBNXLZSA-N
Q123343156	NJUJRWBCZZOGPP-WNBCMPCPSA-N
Q123343157	VSOSOBFMILCSMS-GGPVBBGFSA-N
Q123343158	FUACGRVKINJABS-VIMCQSTISA-N
Q123343160	LDBKLYNYGNTNPR-HLMJQHMXSA-N
Q123343161	LDBKLYNYGNTNPR-DDIJZKIRSA-N
Q123343162	XLEDFPGAWKXGKL-YCCSHRSCSA-N
Q123343164	XLEDFPGAWKXGKL-HADSMPNGSA-N
Q123343166	MVNLCPMPCIRHIH-DKODHHNASA-N
Q123343167	MVNLCPMPCIRHIH-JJXUSXGVSA-N
Q123343168	GAXSAKLXFOKWIW-ISTKCZTASA-N
Q123343170	NDBKWVZLZHGVSI-CPVFFCQCSA-N
Q123343171	LJEUOLITNBCDAJ-CKQWOOAYSA-N
Q123343172	LJEUOLITNBCDAJ-ISTGVGBDSA-N
Q123343174	OENYRGHYAPPEMH-WIALNCCKSA-N
Q123343176	KLZOTDOJMRMLDX-BEZYGUFHSA-N
Q123343177	MVPKMUCLENWDPH-GEJQTTJQSA-N
Q123343178	VKHMTDRFULGMDP-IZSKNEKNSA-N
Q123343179	WYCQGEUSAIKRHH-GEJQTTJQSA-N
Q123343181	WYCQGEUSAIKRHH-HUFDJAIPSA-N
Q123343183	GNEXJYOKNRBVDF-YBBVPDDNSA-N
Q123343184	GNEXJYOKNRBVDF-BEZYGUFHSA-N
Q123343185	NXSMZYQLQNEMOK-VJBXXXRCSA-N
Q123343186	NXSMZYQLQNEMOK-JSGLYZFWSA-N
Q123343187	SVILWCIGEZESEP-KBNXZVMKSA-N
Q123343188	LINJBFBUJRZVBQ-LKELMDFISA-N
Q123343190	LINJBFBUJRZVBQ-IATIXYRMSA-N
Q123343191	QFGMSRFTMOGGMD-YHJZYTGLSA-N
Q123343192	LFYYNWIVRBNDME-WRRMDWLZSA-N
Q123343194	RVRKNKJCAWZWEY-ZPDFZRCISA-N
Q123343195	RVRKNKJCAWZWEY-LOVJLTMUSA-N
Q123343196	LFWSFOXGOIITEX-HWDYNJMHSA-N
Q123343197	ZSRZLHUUFCGCDW-QYFQUPAWSA-N
Q123343198	WHWKLKACDYYBGB-UFUMXLEGSA-N
Q123343199	BQXISMVARCQSMW-AOFGDPGASA-N
Q123343200	GKWGCITYEOHSED-HKCRWRSOSA-N
Q123343201	OUCLWOMRWNRDCS-WURITPQDSA-N
Q123343202	ULVPOFJOULFKJV-KXMXVMHSSA-N
Q123343203	ULVPOFJOULFKJV-CPVFFCQCSA-N
Q123343205	QTQPODIWHQDUFX-LOIPRMGTSA-N
Q123343207	KRSRSAUITIENKH-RJIQBCAVSA-N
Q123343208	KRSRSAUITIENKH-KBNXZVMKSA-N
Q123343210	SYLQVDSHYYZGRV-IRLMEWJWSA-N
Q123343211	LMGSSQQCVWGJKN-AOFGDPGASA-N
Q123343212	ZBTUTZDSETXDGA-AWAPJYPXSA-N
Q123343213	UENVSUKLKMJWQW-IGELHMHJSA-N
Q123343215	IURVMXSCXUBNCV-JRKPWWIESA-N
Q123343217	NHRGJVVEKNHIIE-PTNHXQMASA-N
Q123343218	AXZXYLZESSVCIQ-VFXFBGGWSA-N
Q123343220	MJTTZPJXKAGWID-BANFDOQOSA-N
Q123343221	MEJNJVYTSDEKIO-RZSWPJQSSA-N
Q123343222	MEJNJVYTSDEKIO-AHXBDMGHSA-N
Q123343224	VCPAUMJVWKQSBU-UDQTUGLJSA-N
Q123343226	ZLDIWQSVXSZWOQ-UUKKMLSSSA-N
Q123343227	VCPAUMJVWKQSBU-IQZWSEMJSA-N
Q123343228	OZYSSKAEOAUHFU-HLZCVFOCSA-N
Q123343229	OZYSSKAEOAUHFU-XFIHYOMWSA-N
Q123343230	FCVBMDNXQPPSEE-BSGGSXJLSA-N
Q123343231	FCVBMDNXQPPSEE-BANFDOQOSA-N
Q123343233	HZHCMLRUGMBWKV-AHXBDMGHSA-N
Q123343234	HZHCMLRUGMBWKV-RZSWPJQSSA-N
Q123343235	WKTIGYIYJKESCJ-HMTLPFBXSA-N
Q123343237	LLPKQBJHBHLEIV-VOTAATGLSA-N
Q123343238	PSWKLSOBPNHZSY-WIDHIJGDSA-N
Q123343239	PSWKLSOBPNHZSY-FNBZWMOKSA-N
Q123343240	PSWKLSOBPNHZSY-GLIDFOSZSA-N
Q123343241	PSWKLSOBPNHZSY-XKQUGBNUSA-N
Q123343242	PSWKLSOBPNHZSY-NIXGBGAWSA-N
Q123343244	PSWKLSOBPNHZSY-ISDVBYDCSA-N
Q123343245	PSWKLSOBPNHZSY-ZBCLFYJUSA-N
Q123343248	PSWKLSOBPNHZSY-SSRAEHQESA-N
Q123343249	PSWKLSOBPNHZSY-QLCRFWPQSA-N
Q123343250	QDNHALZCHBKBJU-CXWKIAEVSA-N
Q123343255	UREXNLQEIRAOKS-UTPIBJKISA-N
Q123343257	UREXNLQEIRAOKS-XAWUGJHPSA-N
Q123343258	PHNIFGLIGXOIQV-PNPXQVCKSA-N
Q123343259	PHNIFGLIGXOIQV-YOQPZTCMSA-N
Q123343260	VWDJAJQRYLHABH-XIARFCAJSA-N
Q123343261	PMGXETVANDYARO-VNYUAZOLSA-N
Q123343262	PMGXETVANDYARO-ZHRBNKSOSA-N
Q123343264	GIRFRBWCDSDWHK-JTGCWGEGSA-N
Q123343265	GIRFRBWCDSDWHK-CNYYUQMWSA-N
Q123343267	ICPMHSLBQQJIAE-JJWMBMNSSA-N
Q123343268	BYOKWYHYUFNMOU-UUKKMLSSSA-N
Q123343269	BKASRXCHPNRLBG-JRKPWWIESA-N
Q123343270	BILXVMCDOKFLDB-UUKKMLSSSA-N
Q123343271	BYZUAVKYSRYSQA-WURITPQDSA-N
Q123343272	RQYBOLUOBVMUJB-LCUOLAIOSA-N
Q123343273	RQYBOLUOBVMUJB-XKVATCBNSA-N
Q123343274	JIAWPHRNMJWEAU-RZJOOAEZSA-N
Q123343276	XIAQXUNMTDSTCO-JJWMBMNSSA-N
Q123343277	UNPFTNGHRDOFRK-WXAODRMOSA-N
Q123343278	SDNPMPPOEBUGME-FRNRMDAOSA-N
Q123343279	SDNPMPPOEBUGME-AVDHBQPESA-N
Q123343280	NPQFBPMBIMOXJU-YQMUYLDZSA-N
Q123343283	HBJLYKUXVNXCRG-YMUZUNFMSA-N
Q123343284	DHSBJCJEENJGKO-QDVNLBANSA-N
Q123343286	RYGBSZRPQTUWLJ-IOFFJAQLSA-N
Q123343287	PESFUVNNLNFQLS-GXYCSZSFSA-N
Q123343288	LLNHTUSARYKCRM-OCKWTXSCSA-N
Q123343290	QDZSTMXTBPCCGE-CJJVECAQSA-N
Q123343291	BFYSIYCQJUMTBY-NEJHMDFESA-N
Q123343294	LUMQIGNPUDCMLN-SEZLTJOTSA-N
Q123343296	LUMQIGNPUDCMLN-DZTSVEAESA-N
Q123343297	MIKXPDZBDRLVDI-WREGPAIFSA-N
Q123343298	ZJTNZJXJGKCJEG-ALXHSOSYSA-N
Q123343299	UZTZPZGEOANDJC-ZNVKRCHZSA-N
Q123343301	LOSKYZGBNAKNFL-VJBDWGOASA-N
Q123343302	SXHIRHLCQJAJIA-DUVANUTGSA-N
Q123343303	SXHIRHLCQJAJIA-MWQBTWHKSA-N
Q123343304	UDKXRKKPBOEFRD-XTDVUYCWSA-N
Q123343305	UDKXRKKPBOEFRD-WAEAIGQRSA-N
Q123343306	MUPXZOBTFTXPRP-XTDVUYCWSA-N
Q123343308	MUPXZOBTFTXPRP-WAEAIGQRSA-N
Q123343309	JHRNDQFGELFISF-OXOMXKFUSA-N
Q123343310	QOWCBCXATJITSI-DEORFHHGSA-N
Q123343311	QOWCBCXATJITSI-IBLPRGGXSA-N
Q123343312	FCKJYANJHNLEEP-WQUHCOROSA-N
Q123343313	JVBPQHSRTHJMLM-WORHRCAZSA-N
Q123343315	CJLCEMXSNQNVPU-FKEYCNNUSA-N
Q123343316	COFOYMWNXADSQE-COWNQDMFSA-N
Q123343317	GMRQFYUYWCNGIN-NNWVEHAGSA-N
Q123343318	KGKMGJWJMWAPLE-DUVANUTGSA-N
Q123343320	KGKMGJWJMWAPLE-MWQBTWHKSA-N
Q123343321	GMRQFYUYWCNGIN-WJBPREEXSA-N
Q123343322	GMRQFYUYWCNGIN-QSWBGIMISA-N
Q123343323	BJYLYJCXYAMOFT-SEZLTJOTSA-N
Q123343324	FRMUDWLFLJYYHY-MCXHBHPASA-N
Q123343325	VCIZCIQUIKJJNV-LZKAOUBJSA-N
Q123343326	OKWXSBKIQMWBRN-HLSOVJLGSA-N
Q123343327	OKWXSBKIQMWBRN-NGJDQXFBSA-N
Q123343328	HPBJDQZFOWHNAQ-DMKNHAEJSA-N
Q123343330	WPWVACZRAWXVOS-QXHKUGGASA-N
Q123343331	WPWVACZRAWXVOS-DMKNHAEJSA-N
Q123343334	SNOXQOOPUCMFPS-IBLPRGGXSA-N
Q123343336	OCHNORYGWPYCAK-NIRSYVJSSA-N
Q123343338	SMHOCVXBTUJVBK-FBXCIANDSA-N
Q123343339	JPHQTWWCNKGWOA-GKWLTTGZSA-N
Q123343340	JPHQTWWCNKGWOA-AHPVHTJCSA-N
Q123343341	OFHCOWSQAMBJIW-MKHSSBMQSA-N
Q123343342	OFHCOWSQAMBJIW-GFFKJMHMSA-N
Q123343343	OFHCOWSQAMBJIW-BAKQWGIHSA-N
Q123343344	OFHCOWSQAMBJIW-AOSUDXALSA-N
Q123343345	XDJIBTPXDQQNLP-ACRGJXSGSA-N
Q123343347	QYSXJUFSXHHAJI-RWLOMQAJSA-N
Q123343349	QQBZCLIYDXEZBI-PWMYWQCASA-N
Q123343350	IKIJCYTYFSKDCO-UKBUZQLGSA-N
Q123343352	FYKDFTBGRZTDCR-AAOOTVJOSA-N
Q123343353	FYKDFTBGRZTDCR-ACWGMTNDSA-N
Q123343354	FYKDFTBGRZTDCR-FZTNSQDISA-N
Q123343356	YCISVTDRTZUPLT-UKBUZQLGSA-N
Q123343357	IIFRAZKORDLBOY-NKMMMXOESA-N
Q123343358	MKHHZRCEBZKSNE-XRWYNYHCSA-N
Q123343359	WVUJXBIZSSBSQK-NKMMMXOESA-N
Q123343360	SDBKJGWYBRQPAF-GIYOTKTESA-N
Q123343361	SDBKJGWYBRQPAF-LUUWCOLKSA-N
Q123343362	SDBKJGWYBRQPAF-KWOLTAFSSA-N
Q123343363	SDBKJGWYBRQPAF-HMEPYFIVSA-N
Q123343364	GBYUWSOLZWQQPT-UDPKSVHCSA-N
Q123343365	GBYUWSOLZWQQPT-IJIBJWTQSA-N
Q123343366	GBYUWSOLZWQQPT-KQBPVQGJSA-N
Q123343367	GBYUWSOLZWQQPT-VTQDXBTCSA-N
Q123343368	SAIDIROKDGVXPR-IERAOWPBSA-N
Q123343369	YBTPGKMEEDFQBI-CHGYUPLRSA-N
Q123343370	ARRIBDAUGOLZSJ-LOLJMGAMSA-N
Q123343371	ARRIBDAUGOLZSJ-GWHUNVOHSA-N
Q123343372	JYHXCOMHKCOBKF-NIIDVMHZSA-N
Q123343373	JYHXCOMHKCOBKF-PZHXCHGBSA-N
Q123343374	IALMJJYXOVCTDM-CPDHDOIESA-N
Q123343375	IALMJJYXOVCTDM-IBDBHOSCSA-N
Q123343377	FMKUQGFLXWBDRU-DHUUSVSESA-N
Q123343378	FMKUQGFLXWBDRU-WEPQHMDESA-N
Q123343380	FMKUQGFLXWBDRU-GYKRDULBSA-N
Q123343382	NQYKUNLOUXZDEN-NRYKWOICSA-N
Q123343384	NQYKUNLOUXZDEN-IYPBAUNVSA-N
Q123343386	XCUVBGNTCMZQAU-FFDNLMTISA-N
Q123343388	JZKQDLBQLMQRBF-ZKPSXAQZSA-N
Q123343390	PVMSHKLGXLTEAP-VPJXIOEYSA-N
Q123343392	NATTYVAFGUNUKP-RQJQXFIZSA-N
Q123343393	JGAZABUQVPTSTD-NKMMMXOESA-N
Q123343394	UBJWUTCRXGEEAN-OPPMWEQISA-N
Q123343395	UBJWUTCRXGEEAN-VOILRYRGSA-N
Q123343396	ACJNSKMSASXJHM-FHDFVMASSA-N
Q123343397	LJDYLLNFUNWTLY-JDLMUQTQSA-N
Q123343398	WNZXIAXNWJEHST-XKKRBPCKSA-N
Q123343399	KUUGNMDWOAKHHG-JQJQXOMGSA-N
Q123343400	ZECPSDRMBPGOTD-FBXCIANDSA-N
Q123343401	NKUWZTDZPOACGI-AVJTYSNKSA-N
Q123343402	ZSUIJCISCOHNAH-TYPXUNACSA-N
Q123343403	ZSUIJCISCOHNAH-KSUYYQENSA-N
Q123343404	ZSUIJCISCOHNAH-LPXCXVJTSA-N
Q123343405	DCROKXXPZPPINM-YRZJJWOYSA-N
Q123343406	PQKFUDVFSOEHDQ-ZPURXJTESA-N
Q123343407	RULUGCIDKTYTMP-ZPURXJTESA-N
Q123343408	GCODTJZESMVHBK-AWMHHUHESA-N
Q123343410	GCODTJZESMVHBK-RHDZNSGOSA-N
Q123343412	LRNVEDCUBISUTC-CMOHYRQESA-N
Q123343413	QHPKSIWDAYRSIM-CMOHYRQESA-N
Q123343414	QVGZNWYNOVNFGG-DXRVIWARSA-N
Q123343415	IAMSSYQGDXZKMX-VPNMKRJMSA-N
Q123343416	ZCOQGKODTOOFPT-NKMMMXOESA-N
Q123343417	AIWQAWSDAARVAO-KIPRZFIRSA-N
Q123343419	AIWQAWSDAARVAO-MSTSCONQSA-N
Q123343420	IMYJTUGOEIVGGR-SMCWOUIGSA-N
Q123343421	IMYJTUGOEIVGGR-BLHJQSBVSA-N
Q123343422	HWJFYSSICSOIHQ-ZRLKEYMCSA-N
Q123343423	HWJFYSSICSOIHQ-VMWAIWCCSA-N
Q123343424	FCKJYANJHNLEEP-GELOLRRZSA-N
Q123343425	WMYIVSWWSRCZFA-YMJVTAROSA-N
Q123343427	WMYIVSWWSRCZFA-UEMFYELUSA-N
Q123343428	DBDDUVJJIVBQPI-PDGVZUSRSA-N
Q123343429	BHERBPSRYGFACH-QJZZCUHDSA-N
Q123343431	IJNDMZIDDKVXHR-HUXLTKCHSA-N
Q123343432	IJNDMZIDDKVXHR-HIPAYCOGSA-N
Q123343433	IJNDMZIDDKVXHR-PDGVZUSRSA-N
Q123343434	IJNDMZIDDKVXHR-VZSDRMMUSA-N
Q123343437	BUDPDEVHCQIFNU-NKMMMXOESA-N
Q123343438	DRNWXIXKGVAGPM-RMJAMEDKSA-N
Q123343439	DRNWXIXKGVAGPM-ZGBWKYLASA-N
Q123343440	LWQQLNNNIPYSNX-CVVRBLKOSA-N
Q123343441	LWQQLNNNIPYSNX-GGXBZCKASA-N
Q123343442	CPHSFAAHLTYWNP-QYMFTIPMSA-N
Q123343443	HQKYZTGFOOKQAV-HQKKLWNISA-N
Q123343444	WQUNXKWNJSOSOQ-DTOXIADCSA-N
Q123343445	BHWGGPXSQWTJKO-AUIFTPRISA-N
Q123343446	BHWGGPXSQWTJKO-FRHDWKPBSA-N
Q123343447	UOZVIQWXUMJXHC-GIMXBCRESA-N
Q123343448	UOZVIQWXUMJXHC-HNZKQKRBSA-N
Q123343450	ZBBMFEWVLJKYSU-JQJQXOMGSA-N
Q123343452	UYSBDEYGNDFSLX-CSWVGKENSA-N
Q123343453	FBGKZXKSAGRAEZ-LIWPMISOSA-N
Q123343455	YKKGNOLTZCOARE-JZKCXXLVSA-N
Q123343456	WGCLWTGSTAXIAA-VPQMAFGNSA-N
Q123343458	ZUZJWPORBPTPED-UUSULHAXSA-N
Q123343460	WVQFESJNOSYLJI-GGYAEFIASA-N
Q123343461	NOBBWSSRJIMZOR-NXNMRTBWSA-N
Q123343462	YPRINIPOAYJRRI-GGYAEFIASA-N
Q123343464	PDCWVQZLMVLGLG-SDPFTLJPSA-N
Q123343465	PKFBWEUIKKCWEW-WEZTXPJVSA-N
Q123343466	RWBIHPUGBYXCAN-KPJOBTTESA-N
Q123343467	RIPZEXCMHPWQRJ-OBGOKZPCSA-N
Q123343469	KJDVMNDTGSVQOU-ZPURXJTESA-N
Q123343470	ULNCGRJUZSDCCI-OBGOKZPCSA-N
Q123343471	HXCKVZWOCQWXIV-MAXBRBBNSA-N
Q123343472	HXCKVZWOCQWXIV-JTNSFANSSA-N
Q123343473	XKJQTLNBRNWUQP-LLAMVETDSA-N
Q123343474	XKJQTLNBRNWUQP-IZMFSRRRSA-N
Q123343475	BLWGJQZULCEFMA-ZPURXJTESA-N
Q123343476	DTXXSJZBSTYZKE-MPEABVJYSA-N
Q123343478	DTXXSJZBSTYZKE-CHKZDQNGSA-N
Q123343479	QBLPQGCPHVNTFS-HNDNRCAWSA-N
Q123343480	QBLPQGCPHVNTFS-AKIGQNGMSA-N
Q123343481	QBLPQGCPHVNTFS-CKSCWITQSA-N
Q123343482	QNEWRBHWHUMBFL-ZPURXJTESA-N
Q123343483	NJVDMIXTJXQHKY-CHKZDQNGSA-N
Q123343484	NJVDMIXTJXQHKY-ZDQKKZTESA-N
Q123343485	WOGXXUYWQKFSGA-HBOBPDLOSA-N
Q123343486	WOGXXUYWQKFSGA-UGMXJWQDSA-N
Q123343488	WOGXXUYWQKFSGA-WEDBJWJFSA-N
Q123343489	NEPGKWAOGVSEMP-ZPURXJTESA-N
Q123343490	CDKNGPIFQZZOMA-CMOHYRQESA-N
Q123343491	OSURJGQBRKBWMU-JRTYMHBXSA-N
Q123343492	PPIYXHMVYOAFHJ-KEUUECTCSA-N
Q123343493	PPIYXHMVYOAFHJ-AIJYFSLJSA-N
Q123343496	CCFSYRQFWNVGDG-SDPFTLJPSA-N
Q123343497	MJJSZBKMWZFDAD-NQZCJAQVSA-N
Q123343498	CKMUTKJMMMBQHA-SEYIZASSSA-N
Q123343499	CKMUTKJMMMBQHA-GSGIULCISA-N
Q123343500	WAQLIOVKGGWXKO-HYSHXFDISA-N
Q123343501	WAQLIOVKGGWXKO-BSEONHEZSA-N
Q123343503	MHARGIPBZQIOAO-JNMOAVOJSA-N
Q123343504	SJNUNWPABBITOQ-KTZDGRMWSA-N
Q123343505	IRUYUHAKUCMYEC-COOBJOAZSA-N
Q123343506	UMRLCGLUMINBCT-NPNXQCSOSA-N
Q123343507	FTJKPFGKYIIGLG-COOBJOAZSA-N
Q123343508	RLSMOAYWQBGQRJ-ZXJYBIJOSA-N
Q123343509	QWGDZWGWMIPRQO-CFNSAOOPSA-N
Q123343510	FMONOGKOJOGACR-LIWPMISOSA-N
Q123343511	GAFYEUBDVXSMDD-UUSULHAXSA-N
Q123343512	OOUYRLBHGAIYSC-JIOPYBTOSA-N
Q123343513	QUABKUNUPNMICQ-HNPYFWOYSA-N
Q123343514	HPIRTWXNAZXKAX-VVOWECSZSA-N
Q123343515	HPIRTWXNAZXKAX-BOJQAXGBSA-N
Q123343516	HPIRTWXNAZXKAX-BZVOLASHSA-N
Q123343517	HPIRTWXNAZXKAX-KIWZREBHSA-N
Q123343520	WQIMVXZKIZUURX-GOYQYJLRSA-N
Q123343521	FTIWWARZYHBTPV-DQXASFFISA-N
Q123343522	SXGNWEMQGYLYNV-ASEUZURFSA-N
Q123343524	CXIVGZGQIJYTJJ-ASKVEJKVSA-N
Q123343525	FHZGCRJITJMPKK-KDXKAPNISA-N
Q123343526	PXXHJWCVGKGOFV-HTZBDNEZSA-N
Q123343527	KNWLQKKZELDUOA-OPRDABELSA-N
Q123343528	VKIMNJMOHYYXIO-MNJLIPDNSA-N
Q123343529	ZADCNBAPSYALRM-XRYNPFBCSA-N
Q123343531	HKXBNHCUPKIYDM-MIOKCKKRSA-N
Q123343532	KWGCQDHYSNRQEA-MYECGNNNSA-N
Q123343533	KWGCQDHYSNRQEA-IWJSHSMTSA-N
Q123343534	GCSPQHJHCMOZGJ-BVEREUMVSA-N
Q123343535	NIKMORRDAXLLOU-KGDXLVTHSA-N
Q123343536	ILYCWAKSDCYMBB-GNSBYEHMSA-N
Q123343537	SANQIAQVFWELQI-HTCFJHBOSA-N
Q123343538	UHMSHZFVGABXAS-KIAAZJKISA-N
Q123343539	BXQJQHRLBLTYMC-SYGKCOSYSA-N
Q123343541	BPEQZNMKGFTMQE-AYOVJLNISA-N
Q123343542	BPEQZNMKGFTMQE-LXHCYJFYSA-N
Q123343543	ZGLHBRQAEXKACO-KBDRSJMLSA-N
Q123343544	ZGLHBRQAEXKACO-MWNGSTQJSA-N
Q123343545	ZGLHBRQAEXKACO-XZURKFGCSA-N
Q123343546	ZGLHBRQAEXKACO-COJHVNQMSA-N
Q123343547	ZGLHBRQAEXKACO-OXUDFDOESA-N
Q123343548	ZGLHBRQAEXKACO-YEKXXYMTSA-N
Q123343549	ZGLHBRQAEXKACO-CTDODPKRSA-N
Q123343550	FIEIGNNJOJBZPX-LKRSWHNUSA-N
Q123343551	FIEIGNNJOJBZPX-BGDBOJASSA-N
Q123343552	MYGVFTXYMVTPHM-SFMWDCSLSA-N
Q123343553	MYGVFTXYMVTPHM-BXKIDZFASA-N
Q123343555	LYTLCKCMCADGOA-BXKIDZFASA-N
Q123343556	ZGLHBRQAEXKACO-HUMPOYGRSA-N
Q123343557	ZGLHBRQAEXKACO-WTRXXGINSA-N
Q123343559	FCMWDJYLKCTYIU-VLOQVYPSSA-N
Q123343560	FCMWDJYLKCTYIU-RKHKHRCZSA-N
Q123343561	NYQPKLHIAIIMRX-MIKOUBCXSA-N
Q123343562	NYQPKLHIAIIMRX-ABEKVIRTSA-N
Q123343563	WIHFNGKRMGPABR-SBFIBYMCSA-N
Q123343564	ZIGSRBCVYAJTAZ-MGLBYPHHSA-N
Q123343565	AFILPLGUKWMJRY-GHPQEMMVSA-N
Q123343566	YHAGVBKKEWBGHJ-XRFJLBFOSA-N
Q123343569	UEKBPJOUDFFTMZ-LYWOIHLFSA-N
Q123343571	MDKHMIPDOCCOFX-RVJNAMBUSA-N
Q123343572	VEFOZAXGMUOADG-OTAVXWSXSA-N
Q123343573	OGEJBBPFFLOZKJ-ANYXFMRHSA-N
Q123343574	IRTPXEYJPYKKEJ-FGQVTRTDSA-N
Q123343575	ANHNEGQWOWTRJZ-WRXPPOFCSA-N
Q123343576	JOBHPQGGRHLPEW-HSKWOOTGSA-N
Q123343577	OUBBLBCKIZMGGG-KBPJXGCKSA-N
Q123343579	AVKUVMLBXQYCLR-SLRJVWJUSA-N
Q123343580	YKHUQPRVWWUXTL-FKGJNOFZSA-N
Q123343581	GXTCDXSDLYZXJO-SPVZTFGQSA-N
Q123343582	KPHGRQINQWTBGR-CXSFZGCWSA-N
Q123343583	JRPKEULLJJEKSA-QDBZYVRYSA-N
Q123343584	TUIYCBORCUOUBA-QDBZYVRYSA-N
Q123343585	KWIQHBHXSPQAAO-TTYKLYEPSA-N
Q123343587	YVYJVBAUVGMWLF-JRNNXUHZSA-N
Q123343588	PGYFXSDKVXFFAN-LWQOSQCCSA-N
Q123343590	JXCOSKURGJMQSG-IRSDPSERSA-N
Q123343591	JXCOSKURGJMQSG-NGNMYJGKSA-N
Q123343592	FFPUNPBUZDTHJI-WADORXLQSA-N
Q123343594	OVNISBFHKJPJTA-BXPTVIORSA-N
Q123343596	VWUZUCWRCBMJNW-YZUCACDQSA-N
Q123343597	TVYYXYDIDNZNPW-OIWVYXPTSA-N
Q123343598	GUGSXATYPSGVAY-LFJLJVMTSA-N
Q123343601	YZWSPZJJKYCEKE-GVLSGGHMSA-N
Q123344326	HTOYYUAYTRTMHM-UYOJODKWSA-N
Q123344327	QULCUXHAEXZKDY-UYOJODKWSA-N
Q123344328	IPJLOFDOKBDRGY-IJYGRGDZSA-N
Q123344329	PEFVSALFOVYKAA-HXPFJBHASA-N
