Q107942034	XUOXNNAWPLVPQA-UHFFFAOYSA-N
Q110169697	WVISPAPYWRUURB-RKOCXBKQSA-N
Q110169698	LXWOVDUGPWAOIU-SKJVJALBSA-N
Q110169699	STKYMXZPDKEYLD-SFDGBTBJSA-N
Q110169700	QAGJHKNOWPGTFB-LURJTMIESA-N
Q110169701	STKYMXZPDKEYLD-YAOQGHCASA-N
Q110169702	STKYMXZPDKEYLD-DXFHRKDMSA-N
Q110169703	JMEVZOTUJQHGDZ-QPNXVFALSA-N
Q110169704	GSVIVKFNQPCQOC-UHFFFAOYSA-N
Q110169705	YITNRCJLEDQSGA-DYZYQPBXSA-N
Q110169707	LXWOVDUGPWAOIU-KNSQMQPBSA-N
Q110169708	MUMGBRNVDQJYAJ-MRXNPFEDSA-N
Q110169709	SYVFTMNVSBBWJI-FAAHXZRKSA-N
Q110169711	SXGMCFLNDPOGJL-ZIAGYGMSSA-N
Q110169712	OPQZTUAVUGSQFW-PYISLEMLSA-N
Q110169713	PGSWVIXMIVWZHN-ARDXBRQQSA-N
Q110169714	NBTANDMIWGMISO-JPYFCXBMSA-N
Q110169715	KYUZVWYIOLGWJL-ZOCYIJKUSA-N
Q110169716	DDJUTHSCUMRMKE-YMILTQATSA-N
Q110169717	HDEDKGOHCMUNEE-YTXPSFINSA-N
Q110169718	IROCKPNYCKETID-QXNAOIDMSA-N
Q110169719	KOQQLRRXFCQQRC-IOIVRQTOSA-N
Q110169720	VTWRZYHFYMEMTQ-ZMFQYLAGSA-N
Q110169721	LYNNXBLBTVEXNG-ITLQBPJYSA-N
Q110169723	FDDZRQPWKCYMRP-JLYGRIHLSA-N
Q110169727	SQAVVPNPTLMTMX-UHFFFAOYSA-N
Q110169728	YYLAZAXBHRXJFC-UHFFFAOYSA-N
Q110169730	MSTGSKMQIWAVEE-ONOMSOESSA-N
Q110169731	LWRJCRVGRLKUNI-PIIWDFAUSA-N
Q110169732	CZOSIVQZBIQJDQ-IIMAJNMQSA-N
Q110169733	FDSGHSRYDXQBCB-NDLHMUQXSA-N
Q110169734	DJXNPFSWMHOJEK-RGFDLTBHSA-N
Q110169736	REIQWPKGKQCJQP-GYZZMXINSA-N
Q110169738	QLULESVPKMAREG-RPFXOQMXSA-N
Q110169739	NGGCVNBGYQYVHU-YCNDBHRSSA-N
Q110169741	HRKLNLPJFUJOCY-LBPRGKRZSA-N
Q110169742	YUXUTEAAGHFKKH-OWYSCOIYSA-N
Q110169746	LGAQNSFMVZYPRH-VCHRQOTCSA-N
Q110169748	JEUFRKRLACMISC-WJGWNSPVSA-N
Q110169749	GXPIIZMOGXSICL-QNNQYBNGSA-N
Q110169750	AEHQRZIZRASHSX-PNLPGUNJSA-N
Q110169751	KQONYAOLNHWUPY-KBKYTNSVSA-N
Q110169752	DSPYYNFPQSYRER-XHCMJWLRSA-N
Q110169754	RFJUQKNFCIENDA-LTOGEVMSSA-N
Q110169755	OEPQDGZQGVNYOZ-LTOGEVMSSA-N
Q110169756	ODSMATIXIGGJSF-LTOGEVMSSA-N
Q110169757	SYYCVXBKKXKNIH-LTOGEVMSSA-N
Q110169758	UKKPVKLMFXKBEK-GACQTQHGSA-N
Q110169759	CGUIKBMPCLUENM-WIYQXTQFSA-N
Q110169760	GNYAFLWRZIZGLF-UANBTYQASA-N
Q110169761	YLSOOYDKHUEZQR-YPMHNXCESA-N
Q110169762	YTBKUHQYXWVQNC-UHFFFAOYSA-N
Q110169763	AKXGRVOOWGJLFD-GVXSCFBNSA-N
Q110169764	MXYVQGBXMBHBHE-PNTFMKQHSA-N
Q110169765	QHMTWUPGGIBSFH-JNWPTLATSA-N
Q110169767	NXQKNJIQGBLGMU-FJUYLEQASA-N
Q110169768	NXQKNJIQGBLGMU-VQLGWIRFSA-N
Q110169769	NXQKNJIQGBLGMU-ABPXNRRHSA-N
Q110169770	MRCMMMXXIJRTQN-FJUYLEQASA-N
Q110169772	ZNJFCHTZWZJRIK-INBUKFEZSA-N
Q110169773	UHOSDVKGUPVFLL-UHFFFAOYSA-N
Q110169776	VNAOEEPVUZZXLH-IFRIKFKTSA-N
Q110169778	XKKADACNPRYILN-JGGCOJTKSA-N
Q110169780	AMNVCMCQDOSOJU-MLBPBOJASA-N
Q110169782	HPQKYBXWMZPYKB-ZEWIOJHOSA-N
Q110169784	VSNXRBQFJBRKCU-AZKUIIKHSA-N
Q110169785	JRYSFTQQWLHNHH-IHJNGOQESA-N
Q110169786	AFBSGQPOTIOCSW-UHFFFAOYSA-N
Q110169787	PEIZHJAWHYVBRK-UHFFFAOYSA-N
Q110169788	UCDGUELTMAXEGK-GXRZUKSUSA-N
Q110169790	RZIIIIQWCVBQRA-HZQHLLASSA-N
Q110169791	MXGWKSJFLJKMIV-ACRUOGEOSA-N
Q110169792	FQODSUYCYUUQBF-QGZVFWFLSA-N
Q110169793	FQODSUYCYUUQBF-KRWDZBQOSA-N
Q110169794	WHWXRWZBFMLIHW-CYBMUJFWSA-N
Q110169795	BEIIQDAJVMUPKL-ONNFQVAWSA-N
Q110169796	QKXFADNZXOBAQQ-NBXMULMJSA-N
Q110169797	CHZKVIJGESHJJV-DQVMXCKMSA-N
Q110169798	QRWUMHYQZPNJHW-GXWAJFKWSA-N
Q110169800	SXOSXJVAEAFKDC-PNBTUHDLSA-N
Q110169804	QKUUBBQTLMCVGF-YUYJMFPXSA-N
Q110169805	OGWBEHRFSAQZJP-KTKRTIGZSA-N
Q110169806	BRQQPHKRRCUYLA-UHFFFAOYSA-N
Q110169808	MQELHCGZLCYEHQ-AQUAYRAFSA-N
Q110169811	LZUDAFJZTVIIHS-HNNXBMFYSA-N
Q110169812	ITSPBIVHYZLCOP-UHFFFAOYSA-N
Q110169813	NODVYAMNFTVHRK-UHFFFAOYSA-N
Q110169814	UXOISVYMJRJIJA-OBDIUVDCSA-N
Q110169815	QMLZCOSZAXKRTJ-UYVXPFFSSA-N
Q110169817	PGQIYFXKLHRAJW-GIDZJRPFSA-N
Q110169818	MGCGEBGDRQJMKG-NWSVULJOSA-N
Q110169819	WNEPILJZRNDMQZ-KFKSNXDDSA-N
Q110169820	PNGQQCDHAJBWPH-ANULTFPQSA-N
Q110169821	PNGQQCDHAJBWPH-MHTWAQMVSA-N
Q110169822	HUHSMTZGBMUTFN-PMPSAXMXSA-N
Q110169824	AKAPGGFVVBCFAJ-RFERPQLCSA-N
Q110169825	IYWSJDFNYQWKPV-URWKRNFESA-N
Q110169827	WMFCSPLVMATJPZ-ODGOHVSMSA-N
Q110169828	BEGCEAZAWRPRLF-NEWJYFPISA-N
Q110169831	ZJDHCHLZXRDROE-LELMVLBBSA-N
Q110169832	ADIALAZTBGIRSN-CQZUVULGSA-N
Q110169833	SUNBJXDNKYSACE-QWEVHVQISA-N
Q110169835	YIZTWZUVIZZEGP-DDEKZROSSA-N
Q110169836	YDWARJNQPDMOTF-UWXRRGKQSA-N
Q110169837	MVYPGMIACHUIFU-UHFFFAOYSA-N
Q110169842	IGLLLIFKWQYXNY-PZUXKKGISA-N
Q110169843	IFYNBGBUZQDHRB-CHRFOQCRSA-N
Q110169844	VVFDSTJZTMWWEW-BBADGORWSA-N
Q110169845	IUADVOOXUKGGCD-UHFFFAOYSA-N
Q110169850	GKEMOLJYROWHLA-PMACEKPBSA-N
Q110169852	YOQLPHWWXAYPFI-ZYOFXKKJSA-N
Q110169855	ZFKDLZOPYLJGOP-ZOBORPQBSA-N
Q110169856	ZFKDLZOPYLJGOP-DGAVXFQQSA-N
Q110169857	FPPNINAJBFJBAS-GMNPVEAJSA-N
Q110169858	LHISSQSEJOQIGC-NKDYFMNSSA-N
Q110169859	SBPQVIDAOKLTIS-XHMKDNMKSA-N
Q110169860	GOVMOPHKWVWCCS-FEIBNWLNSA-N
Q110169864	PREVICKMOYICEF-GUVNQLGSSA-N
Q110169865	MRAAWPUFCZEHDM-SHRBXBQQSA-N
Q110169866	IENXBWLABXSOLK-DRABBMOASA-N
Q110169867	IWQJLGOXTOKUGR-OGMFBOKVSA-N
Q110169868	IWQJLGOXTOKUGR-FWZIUSJTSA-N
Q110169870	PAHKNEYDFHZHER-AZCQSNPDSA-N
Q110169871	RZBYYTGEZZNHAG-HVUPQINQSA-O
Q110169874	ULBZDTAPWSWKLY-LULYSUNASA-N
Q110169875	BASUTJPBQPISSG-XPXKTKGWSA-N
Q110169877	QYPVKZPVQCWZQL-ONZQNPCKSA-N
Q110169879	DAFHEWKMPBBGIW-UHFFFAOYSA-N
Q110169880	CWWCKIYAPMTJLY-UHFFFAOYSA-N
Q110169882	XHHJAKOHAZAXSJ-MXFSQUAJSA-N
Q110169883	XHANIXUWEUFGJS-CMRAMGONSA-N
Q110169884	NNXICRURNJKFPT-FMMVGRISSA-N
Q110169885	ABQWPANFECMPDF-KLAQTDMKSA-N
Q110169888	MVMDDTZDLWMWNW-NSHDSACASA-N
Q110169890	LIEYPYWEGONIHA-UHFFFAOYSA-N
Q110169891	CSYMINFUEUUSKW-UHFFFAOYSA-N
Q110169892	HLYMODXRDSCQFI-UHFFFAOYSA-N
Q110169893	VBYPRAJLFYXBBP-ISRVLWJBSA-N
Q110169895	DVEFLSQGFWNEPE-PRFMUHPXSA-N
Q110169896	BODXCOIFDQVMAL-DTKOROOESA-N
Q110169897	KPTPBSALIDLRFH-UMHDIFAFSA-N
Q110169898	MXUJLKOASCQUER-INIKJZTGSA-N
Q110169899	CSPLOMMYFKCXIH-XUGFZKIUSA-N
Q110169900	STSAUBXDRWXQBN-MITRTKIPSA-N
Q110169901	BZHHQMZUSFZSTR-RGISFYSBSA-N
Q110169902	MPISMXPJOKVYGA-VQTJNVASSA-N
Q110169903	NAOUJBXEYKZIHI-UPYCOXQISA-N
Q110169904	VDRXPHQBEHCMHT-FCHUYYIVSA-N
Q110169905	ZNDCJQXJFYPCOV-AXTSOQQGSA-N
Q110169907	FKPYLTODMCREPA-DXPXIUTNSA-N
Q110169908	YHKOCEISRVVYPI-FCHUYYIVSA-N
Q110169909	AYOJSPXYLNCMLY-HWEXMVQRSA-N
Q110169911	JPEZCKKUWILCJX-NPZLVYNRSA-N
Q110169912	JUXZYTVQYZXTAT-BEZKPOEZSA-N
Q110169913	VIQGILUWSGBCNA-SRXIOWMJSA-N
Q110169914	DZLIXQNVAUXJOZ-AJQQJHNRSA-N
Q110169915	DFFZTBBMANKCRF-OKPNEXGHSA-N
Q110169916	LWEZQCDBZFEMFE-STMXVASLSA-N
Q110169918	WPLCTUHONLQGIX-YYCYPYNRSA-N
Q110169920	IFYZIZDFLGYRKI-QNHVJJQVSA-N
Q110169921	SLHZWKSMXWQVCN-MOGVXCGCSA-N
Q110169923	NUECMCRANXGGPO-YHZWXPKMSA-N
Q110169925	VRPUHTPIOQTOFJ-JPCHVVDESA-N
Q110169926	JRUPWHSLHIDIPV-RHDNBBMPSA-N
Q110169927	ZMWWERJLHJJXTO-WPCAMVETSA-N
Q110169928	IEEFPLKAUCOMGP-WHXLKVEFSA-N
Q110169929	CIKXQDGRSUPQKJ-AOLGVUMJSA-N
Q110169932	YXGLHZDPYZEASC-DFTJNCBESA-N
Q110169933	TYBSHRBWMSUCMG-NDVARNPJSA-N
Q110169934	TYBSHRBWMSUCMG-KZSPTFSBSA-N
Q110169935	CLZDSPMLLVOAQE-LLFMIUTKSA-N
Q110169937	DZRLRORLYAUMSE-ONGXEEELSA-N
Q110169938	DZRLRORLYAUMSE-MWLCHTKSSA-N
Q110169940	GQIXJCIALNXFRJ-YGYMRCJISA-N
Q110169941	GQIXJCIALNXFRJ-QXXMSADTSA-N
Q110169943	OEBABHXHOWUJNZ-FMRBXYKSSA-N
Q110169945	BBSVWCUYQGBLHU-PPVMYRAKSA-N
Q110169947	RAGJIXNTSUDXOF-UPPVYHDHSA-N
Q110169950	KNYGDISNVVNONB-APTHUUICSA-N
Q110169951	SQYQKNYDKWKXCV-INIZCTEOSA-N
Q110169952	QVAKGFOTXJEJAM-UHFFFAOYSA-N
Q110169953	AYIBGCBSOAOJOZ-LWIMQNIVSA-N
Q110169954	UWXZCFNDKDYEFN-NSCUHMNNSA-N
Q110169957	OJLWBQAJULRGNQ-MZHHGYMJSA-N
Q110169958	FVQSXDZUODATAD-SCZKAFFFSA-N
Q110169962	NJCRSCPKMAXMKK-UHFFFAOYSA-N
Q110169963	YLZCHGRTZRQGND-UHFFFAOYSA-N
Q110169964	YKSUUJPRDUYDEY-AVMNZFJSSA-N
Q110169966	XUDKRYMSTGPCOF-VIPNTUGYSA-N
Q110169968	LHIQRGZOOWIZDN-DGQOTAAJSA-N
Q110169970	MJRWETKDUIEFRG-PHVAZZQJSA-N
Q110169971	RXTHWSSYXJISHD-NPRPBYKOSA-N
Q110169976	VFRLDIWVOGUZOS-NMAXYDGISA-N
Q110169977	BXCOZAAJEASKNU-CLKUXDDTSA-N
Q110169978	KJWAVLVCRZZPRH-TYKOSLHPSA-N
Q110169979	SAJDXWMMKMNMKJ-TYKOSLHPSA-N
Q110169980	MUWFHYABJJYNIW-SEHVFAGVSA-N
Q110169981	QDRVMTHJKWGGGE-UHFFFAOYSA-N
Q110169983	VZMBLQQOBSKSKG-UHFFFAOYSA-N
Q110169984	HMZRYPLRIDLTNP-UHFFFAOYSA-N
Q110169985	OGXSYNWDTTWUQO-UHFFFAOYSA-N
Q110169987	UKNCHXNNYHWJNY-OFUSYWKISA-N
Q110169989	DOBOFKPZBGJXJI-UHFFFAOYSA-N
Q110169990	RJHACRNUPWKIQH-SQQMQPSLSA-N
Q110169992	PCLNKAGIQVXJDP-UHFFFAOYSA-N
Q110169995	SOXRQGOWHKFGPV-JVXZTZIISA-N
Q110169996	RDDQRBVAMCPJGJ-AAAAQAOESA-N
Q110169997	KDPHNUKSHGWQHO-QTTZVWFDSA-N
Q110169999	CQXZVXNVRFIVCN-APPZFPTMSA-N
Q110170001	COZXEUXJRDPURI-BVFZNMEPSA-N
Q110170002	YZAUCUXAEKJDHU-GZKFWNGVSA-N
Q110170004	BATMJZMIRHWKMR-FWBHXZNKSA-N
Q110170005	VWNCQXFDEIIEPZ-ZBXGVZEWSA-N
Q110170007	XJOGORFZWPNKFH-ZBXGVZEWSA-N
Q110170010	UZEBHYHXOFOAPB-FITCGFMWSA-N
Q110170012	MPDPWYSAZMUSCG-OAHLLOKOSA-N
Q110170013	MPDPWYSAZMUSCG-HNNXBMFYSA-N
Q110170015	BNUBONBNINADSG-YHQZOFRHSA-N
Q110170017	SJLWNGYDFORHDE-RJBQZMECSA-N
Q110170018	YRXGCLPGKUCVRQ-RJBQZMECSA-N
Q110170020	UNHVNJZHFJHEAM-FNPIMURRSA-N
Q110170022	HVNQKXWOAYJQBY-WKCNPMKGSA-N
Q110170023	VQGZYKWPLALSMC-LYQSOAGOSA-N
Q110170024	RAFLDHZZPYXCPU-HEJQJINRSA-N
Q110170025	VITKSVJVZYYBTO-SRNBMBNKSA-N
Q110170026	JLMFVVVDFOWTNL-WZIXFXTNSA-N
Q110170028	QJIKNRDAWDKCSM-XREYDHRJSA-N
Q110170029	KPZZVJIBEBNPBQ-QLJPJBMISA-N
Q110170030	WUPQQSPWBWLPND-UHFFFAOYSA-N
Q110170031	PDVMOFXGTPILMJ-UHFFFAOYSA-N
Q110170032	GXPFOJVGRIOSLV-UHFFFAOYSA-N
Q110170033	DTWCFSYGQHKOJZ-UHFFFAOYSA-N
Q110170035	HPBBGKCLXRYGCN-UHFFFAOYSA-N
Q110170036	BTZZSKVEUNMWSI-UHFFFAOYSA-N
Q110170037	UBUSCXQSNMRMMP-UHFFFAOYSA-N
Q110170039	QWSNFWAQVYJYLX-UHFFFAOYSA-N
Q110170041	VOYKFNUPFUJNKL-GJEGPGMTSA-N
Q110170042	ZWPFXFHNZBQFCS-UWVGGRQHSA-N
Q110170043	GBHCAPBXKJMPTK-UHFFFAOYSA-N
Q110170044	TZYUJRSJKZJSDF-AZYXQUOMSA-N
Q110170045	DQLZODFYAUOOHY-QKGCVVFFSA-N
Q110170046	UICIMLZTQIEXLK-PWSUYJOCSA-N
Q110170048	MMMDTKLGUHFRRJ-KPRDWXIZSA-N
Q110170049	FSDWJRVXGNHQPQ-KKELIOHKSA-N
Q110170050	AAIRYAMDKLMESQ-PIGIOJKNSA-N
Q110170052	DKOMKFLPFUSHKC-VUWNYDDJSA-N
Q110170053	YMLJOCZBFICBMJ-NKXKCKCESA-N
Q110170054	QLBDBPMUFILYQL-GSVOUGTGSA-N
Q110170056	USJWKAQOHSLHKN-SNVBAGLBSA-N
Q110170057	GYEJOONXIBXGBA-SNVBAGLBSA-N
Q110170059	MBBYKKCSXULVEJ-SNVBAGLBSA-N
Q110170060	XPXJYOYYNGMYQA-SECBINFHSA-N
Q110170062	QFBPDNTXXQTHQV-LLVKDONJSA-N
Q110170063	SXEAIYNDKQOFJM-SSDOTTSWSA-N
Q110170064	JIGNKMYPEPDDLL-MRVPVSSYSA-N
Q110170065	QVPYNVLZTLIESF-MRVPVSSYSA-N
Q110170066	BARPJLAHSGNLFG-SECBINFHSA-N
Q110170068	DWQVPHNYCYVOIZ-YZXBTVPESA-N
Q110170069	UWYDJALNSYOLDO-UHFFFAOYSA-N
Q110170070	GIBDYAJVLGFVLZ-UHFFFAOYSA-N
Q110170073	VALOQSXJSICXQQ-LLVKDONJSA-N
Q110170074	ZCPYJMSBMMBYSS-LLVKDONJSA-N
Q110170075	SKCMXYCMEOCGDG-MVIFTORASA-N
Q110170077	RIEOALOJHFKURR-LMXNXNORSA-N
Q110170078	POCKNPOBOYYAPB-KGUOMNFLSA-N
Q110170079	RIEOALOJHFKURR-ZVZMONNSSA-N
Q110170080	CQOPYNXJCNLSMM-QFIPXVFZSA-N
Q110170081	SLBAFDNXPLXAOF-DNTJNYDQSA-N
Q110170083	ZYCUXKWVDGQRGH-UHFFFAOYSA-N
Q110170084	DBFSLSWFPHUGST-UHFFFAOYSA-N
Q110170087	PFHBQBOWTMLEJD-MRVPVSSYSA-N
Q110170088	YGWDSGLEFHLHNC-SSDOTTSWSA-N
Q110170089	SZVFNJKDIZEIMR-HTQZYQBOSA-N
Q110170090	SZVFNJKDIZEIMR-SFYZADRCSA-N
Q110170091	FZRIAELUSZPPOS-SNVBAGLBSA-N
Q110170094	LLSJXJAHLPCJOQ-UHFFFAOYSA-N
Q110170095	SGBVQGMWPRFHKS-MRVPVSSYSA-N
Q110170096	SFBSMJQOZWNKFR-NNHPCIIKSA-N
Q110170098	FYDYUINNZWREDS-BGJMDTOESA-N
Q110170099	QKFGCQVQSIROLT-CUINURIISA-N
Q110170100	QKGBENBCVWCHAP-CUINURIISA-N
Q110170101	LANNQBKRPTYEAU-MAWRTODSSA-N
Q110170103	FNAXQILHVJSNQO-VHNYBTCSSA-N
Q110170106	QFIGERUCAGJGAS-MSKFBYFHSA-N
Q110170107	HBDMGVZPMIDNBL-WAXYHTEFSA-N
Q110170110	XGZZLYNXFASBPQ-FUMNGEBKSA-N
Q110170111	CEBZKLPHLLOCLA-FUMNGEBKSA-N
Q110170113	OOQNLQGTYGGEEP-XHDPSFHLSA-N
Q110170115	OOQNLQGTYGGEEP-ABAIWWIYSA-N
Q110170116	DBCXEFKSOPPSEW-QLJPJBMISA-N
Q110170117	DBCXEFKSOPPSEW-QFYYESIMSA-N
Q110170119	KBKITRJCGPHIPB-ZCRGAIPPSA-N
Q110170121	KBKITRJCGPHIPB-YLXLXVFQSA-N
Q110170123	XAVRERROZDDQAE-UHFFFAOYSA-N
Q110170124	NCFXFODTGUHYTG-UHFFFAOYSA-N
Q110170125	QTZFUOOHWGZDSU-UHFFFAOYSA-N
Q110170126	FSBBOUZYRWGCEM-LURJTMIESA-N
Q110170127	UWUPAJSAFAGBHT-GHMZBOCLSA-N
Q110170128	NBFFCYBLWDXBRR-DTWKUNHWSA-N
Q110170130	RVSKSESUKGGQTF-UHFFFAOYSA-N
Q110170132	BBYTYJLBJZGSPN-XAEJFWIOSA-N
Q110170134	SPWVRCPZVAYVRO-SROMQFCGSA-N
Q110170135	SPWVRCPZVAYVRO-XAWWPNRFSA-N
Q110170139	KPUOUTYIIZSZJR-JFYPTCJSSA-N
Q110170140	VJFXOWNUUNFJBE-UUQARXCUSA-N
Q110170141	HRECJCSQVHRITB-LOFXOBHGSA-N
Q110170144	SCFMVUPTCSDHNB-CDUCUWFYSA-N
Q110170145	FPCAETIHDLRPEL-YFKPBYRVSA-N
Q110170146	GVOFWQAJXGRHRR-REAJZDTOSA-N
Q110170148	QXHSXIRIVXVUSD-CQSZACIVSA-N
Q110170149	KBGHOHCYDKSAQF-SUHUHFCYSA-N
Q110170151	GPWOVVFQDOISLQ-UEIOOGCQSA-N
Q110170152	OZSIZYJXJZFSFQ-ZAKAEVTKSA-N
Q110170154	LXHREDOESZYXDT-ZDUSSCGKSA-N
Q110170155	KHBPWHLZTSXJPH-UIOOFZCWSA-N
Q110170157	UIXOARANDHIDJF-GLBWXDBNSA-N
Q110170158	UIXOARANDHIDJF-AHORFVQGSA-N
Q110170159	LQOMZJVJJRAEIR-OPXNNSIXSA-N
Q110170160	BKWTZQWTCJJWCG-FQYDFXOBSA-N
Q110170162	URVWKOSASHZFEO-BGUASBQGSA-N
Q110170163	JCQGWCBKHCMDOX-UHFFFAOYSA-N
Q110170164	ZHIHYYQOBIIYQJ-NOGGTJNGSA-N
Q110170165	OYLDDVDDTJAPFJ-GBEYQOMZSA-N
Q110170166	BXTMWLQQXBHBDJ-SECBINFHSA-N
Q110170167	QQFNPBDMGMEYMV-UHFFFAOYSA-N
Q110170168	NKPKTBPENHUHDC-UHFFFAOYSA-N
Q110170170	FOPKJWLSORSOOZ-UHFFFAOYSA-N
Q110170171	LUNVMCYAUVPSCN-UHFFFAOYSA-N
Q110170173	BYCGGXRTQKFFGT-UHFFFAOYSA-N
Q110170175	TXVFYSMSKHKYIY-PTWUEWQKSA-N
Q110170176	BQJGJSRGRLZEGF-GMJSRILQSA-N
Q110170179	YRZRDRDNAZHZOP-WPGGPTDNSA-N
Q110170180	NSOKEJCBIMHUJD-DUVRQMNTSA-N
Q110170181	GFRAUEKPSSRJCZ-CWHFPBCJSA-N
Q110170182	TUHBUGDBYHNTIO-CUOCXQNUSA-N
Q110170184	IXSPXFSMOISVLI-AHXZFKEASA-N
Q110170185	PSRDRBBIVXKRCE-ZEVMCWGUSA-N
Q110170186	JSVXQGMYYQCELK-ISWKKUMKSA-N
Q110170187	BXMCECKXTSSKEJ-HRCRPDJVSA-N
Q110170190	XBVJLWBRVUIKQO-RBGYKHSKSA-N
Q110170191	XVXBZEYFHDBENP-UXVSUPMHSA-N
Q110170193	CFDXIEHWCOWVFS-RUPISFMVSA-N
Q110170194	KYDGWTYFZYBPJX-OPNKARPJSA-N
Q110170195	VQJOVUSTXZYQBX-HBOMXDGKSA-N
Q110170196	FMFCRLUCLINEPP-DTJLQQODSA-N
Q110170197	VHXYBRLZAHZUHQ-MWLCHTKSSA-N
Q110170198	QPMKMKZECSGAQA-UHFFFAOYSA-N
Q110170200	HZZIDRVMYJTNSW-BDPGKVGZSA-N
Q110170201	QESOYLZLBJPMRG-CPZDRMBDSA-N
Q110170204	IVNSTDLUOKUYTH-RMKNXTFCSA-N
Q110170205	ZGDOOBRKAZVQOQ-PKNBQFBNSA-N
Q110170206	LQDCHAOARKZZQM-CEQPYWFKSA-N
Q110170207	WJQCSAGPGDFAGH-RTHLEPHNSA-N
Q110170208	AEEFUJJCLNUIMG-SREIQFSDSA-N
Q110170209	QQIOGDFWUKNBTD-LBPRGKRZSA-N
Q110170210	VJZZBDLJOJHQIR-AWEZNQCLSA-N
Q110170211	RODZBYJSYDECCG-UHFFFAOYSA-N
Q110170212	DDPNJIDEGFMZNS-JTQLQIEISA-N
Q110170213	STEGIKRDKIOQIU-NKUHCKNESA-N
Q110170214	BQORGGZWUSKAST-LBPRGKRZSA-N
Q110170215	ZWKHMGLKAAWIBE-NMJRULQRSA-N
Q110170216	DAVBJMRJVIPBFV-CBBWQLFWSA-N
Q110170218	VYFFJGIOFZRTHR-IFXFVHNZSA-N
Q110170219	APNMOJFLIYVCHD-NSHDSACASA-N
Q110170220	SNBDMLFNYYPOCN-KGFJRNEPSA-N
Q110170221	HBWGWYUAYZISMX-RCOVLWMOSA-N
Q110170222	HBWGWYUAYZISMX-IMTBSYHQSA-N
Q110170223	OUUSTHJPEIILJV-UHFFFAOYSA-N
Q110170224	NOTBRCBKRZOPMH-PVXFBCSCSA-N
Q110170225	RBONDXITUZWYKS-HWUJHYJKSA-N
Q110170226	CBZICGWRQATLAT-UHFFFAOYSA-N
Q110170227	ZZXUFDBIYDJRRM-ZETCQYMHSA-N
Q110170228	CLKVHJGGKIYZHP-SILAYFOJSA-N
Q110170230	QPRWHEUQOMQXFW-BJOHPYRUSA-N
Q110170231	WWEJSODFEKPGPJ-ZLKJLUDKSA-N
Q110170232	DJBCVNOYQWMAPV-GZFHQYITSA-N
Q110170233	LDKGZUOCOKPVPT-BBNTYDIESA-N
Q110170236	XVICITRICMHFQQ-PYLKPETHSA-N
Q110170238	QIDTZJFVYOHUBF-UIOOFZCWSA-N
Q110170239	DKIGWCWTSWEVBG-DQEYMECFSA-N
Q110170240	UMABODAOVZZOKE-UHFFFAOYSA-N
Q110170241	XRFQIGJMQMCLBR-BZHVJNSISA-N
Q110170242	JOSGRHHARYPBHV-SECBINFHSA-N
Q110170244	QENIZGPLDNYQLT-MRVPVSSYSA-N
Q110170246	NETKPOCGEWTYQU-MYOHEURVSA-N
Q110170247	GORQBTCDLGULNV-YOESYUKXSA-N
Q110170248	IFTPQXFKWORJMZ-ZPKFKSAASA-N
Q110170251	DHQWZWYCFNGXOC-BDGRPLBGSA-N
Q110170253	JEIVPNCTEHTHDM-HKIXOUEBSA-N
Q110170254	XPZMGICTQSOZLR-UBOKMFCSSA-N
Q110170256	XPZMGICTQSOZLR-BIIOZLEESA-N
Q110170257	BYYBFQHMUAXQSR-WWGFETBOSA-N
Q110170258	UCUFMEMASFFHAG-CITFJYJESA-N
Q110170259	MVFSPKMJAQERAO-CALNWBCTSA-N
Q110170260	XZOGWFNSIWMILU-RARRGPIESA-N
Q110170261	QTXFUTOATGTAAH-UHFFFAOYSA-N
Q110170263	QXAUZMZXKNZQNY-NZVBXONLSA-N
Q110170264	CMJMRUBGWGSVMT-UHFFFAOYSA-N
Q110170265	HJJSJGKQRLQTQK-UHFFFAOYSA-N
Q110170266	HNNGSRXNZIYBGG-FQEVSTJZSA-N
Q110170267	NHHWCCFJZRIDMR-UHFFFAOYSA-N
Q110170268	HFFWSCZVRYYHHC-NRFANRHFSA-N
Q110170269	FTDAHSABGDJTEP-ZYHYHPKQSA-N
Q110170270	ZNDCVGFPLZIRER-YNZYUUBUSA-N
Q110170271	NGBXHGNFDXFKHC-IHWYPQMZSA-N
Q110170272	XEDGDIMDGZCJGE-CDFDFNMFSA-N
Q110170273	FIFAINOEVYKTFE-UHFFFAOYSA-N
Q110170274	OIVFENSIFOAGLA-UHFFFAOYSA-N
Q110170275	LQFWUBMXEFXWHT-UHFFFAOYSA-N
Q110170276	IHLOTEGLUWJKLK-UHFFFAOYSA-N
Q110170277	PBXVPNFFTUVJNS-RKDXNWHRSA-N
Q110170278	VXAQATSKSFDXMV-WDHPUFTPSA-N
Q110170279	MSTFNDOWSKCNAO-HWKANZROSA-N
Q110170281	CDIKKAGIFFRGHT-VIFPVBQESA-N
Q110170282	AFSXWHNPYLRYEL-IWGCBNPKSA-N
Q110170283	NDFJYZCPYCMSTJ-VIFPVBQESA-N
Q110170285	DPBBEUPRGHXBOR-KXHHVGMCSA-N
Q110170286	WQAGYQWCNZVPBH-NMCKKDOKSA-N
Q110170288	XIDJAWCQNJMXID-JQKQTBLXSA-N
