Q114196025	BHWUKOCNOLCGLB-ZRMZGJFNSA-N
Q120307549	UWTHABSWRLHYGI-AMAPPZPBSA-N
Q120307551	SOLVNLCWINQLTO-PKLZGDRMSA-N
Q120307559	QHMYFGAATCQBPS-GURFRJLFSA-N
Q120307563	VIHNALDIKAZKPR-KYQUVBTASA-N
Q120307567	WZBGKKQULJHEDP-IFXDCNQFSA-N
Q120307568	IJQBOHHFZKCJAZ-HRMWFDNFSA-N
Q120307571	CBPYGDUVSMZTPG-HLNMDXRWSA-N
Q120307572	ZVHFNGGIQLEXJG-VLQCDWODSA-N
Q120307575	ULUJKIYEZRJDOH-QDLFCJRKSA-N
Q120307577	QBNCFMDNNPQYIL-NTEBNZJHSA-N
Q120307579	JXRPVADGPKQFIA-FWMDGENOSA-N
Q120307583	QIAADLLILDGRCR-JHJZYHDZSA-N
Q120307584	QWDOCUAIGXSZGT-XZWDOFBXSA-N
Q120307587	GACUWIXFYWORLQ-FAZSQYTOSA-N
Q120307590	OVLSNUIYAOREFA-ZTWMSABLSA-N
Q120307592	XYPIHUCDNHNKLP-BYPDXEAXSA-N
Q120307599	LQZASECHVYGMKA-LAZWMPESSA-N
Q120307601	ABIKEVIWOJTKQS-LQSVUOEBSA-N
Q120307604	BVUOAALNLKQQKN-KZSDJCELSA-N
Q120307608	LJXFBEPGRCXHSF-ARXPHXHESA-N
Q120307612	YOMGOESXNGVOHF-NDGUMJBHSA-N
Q120307632	QEUBZXVZQDRVCR-JYGYHFGKSA-N
Q120307634	QHAWDUIQYTYUEA-YCSVIJDCSA-N
Q120307636	XIRGGDYIEVVMNG-HDNJQFLPSA-N
Q120307642	NKZWGEOQHLXNDU-CHMOTEOASA-N
Q120307645	FPIQJJMODDUBEC-MSCKPROOSA-N
Q120307654	HBOIGYILCFAKBY-PDZMGTJJSA-N
Q120307655	FWKQHNROWKCQAI-RAZLNGTHSA-N
Q120307659	MFRBFQDOGPHKJC-MCYISNOQSA-N
Q120307662	SHFDUEUCBVUBOB-SGLFAEFCSA-N
Q120307666	VSJQCDNLWMDTOD-YPAXZETQSA-N
Q120307672	JCRVPWQEVWGGDN-ODVVMHLWSA-N
Q120307691	NUIKPQZRUFMTDV-GXOLVGFXSA-N
Q120307693	YWPJWPLHVUAJER-XAAXABFHSA-N
Q120307695	HKDPDTIFDZQMIB-ADPUINPOSA-N
Q120307697	XYZKAVHBHMRTDP-IZNSQVAGSA-N
Q120307705	YQDXJKZGVMKMKL-RKKRWDGXSA-N
Q120307714	JYEHAYIIXIPLBG-OLGLQNCTSA-N
Q120307734	CMUGURPPQBHSKY-RAXLQKJMSA-N
Q120307743	NBBMLTZUBVAGDV-DWYPQKTJSA-N
Q120307745	QUIRQVUYIDUNGS-GTSXCBGDSA-N
Q120307747	YTRDXXPMISGSKW-JGAKGTPJSA-N
Q120307761	CVCVLFFOVBBCGT-JFFFCQEWSA-N
Q120307768	GTQLLUSBBJKGBX-HCSIEIRNSA-N
Q120307783	KFCGUMOYEPTFQZ-IFXDCNQFSA-N
Q120307787	OBIBEQMCMMYMIP-XDARUZFOSA-N
Q120307790	CJVWKMCHQAVGSE-AFPJAYEISA-N
Q120307794	ZMDDAYRIDQQDII-ITINARBPSA-N
Q120307801	JJVQNBMXGKRXMX-LEDBUAEDSA-N
Q120307811	UNRGNUSVOLQKCM-GIWIAANRSA-N
Q120307823	VAPVGURWXAVEKE-HUBWUFLTSA-N
Q120307831	UVYOHSXASRPXRA-OYFLIDIVSA-N
Q120307835	KRZXFYSMASQACT-SZORGCJOSA-N
Q120307836	URKRITHOCAKBEW-QUQIOBLVSA-N
Q120307840	BKTZBQLVKHCDPJ-ILIHRIDGSA-N
Q120307850	XTSJXSPMIHDKBK-QNNVDHPZSA-N
Q120307851	QEGNYCWJWGQKEG-AQHBKVOKSA-N
Q120307854	SGXZEEXNPGEKSF-ZOMJBIPJSA-N
Q120307858	HLTSLFKLCKEHJR-FQQDVVKSSA-N
Q120307863	XQGFIVOPIGEMSQ-NOCHOARKSA-N
Q120307866	LEJUXQHYIYLVDD-XAAXABFHSA-N
Q120307870	PCMKRSXMRCAADT-LGSBWPKCSA-N
Q120307875	WMHYXHCGCVISIK-RVTLCWJJSA-N
Q120307877	HLZQVZOGXVKYKN-BCWBHBCESA-N
Q120307886	HGTZIENQZHVCBI-RGULYWFUSA-N
Q120307890	GYLWWNFYPXOOMA-BFCPHGQOSA-N
Q120307891	SSYMZPWBTTYAND-JYANRWDTSA-N
Q120307894	DAVDUCTYSBKYIT-RZROOTDKSA-N
Q120307895	MJCBLARJMGSUKX-RIPYKBJGSA-N
Q120307897	WPYONSYZJTUCJQ-ZFESHMOZSA-N
Q120307900	FIWTXENELSWPBH-HLFYWILQSA-N
Q120307902	BMXHRUSIPVGTOE-MDNOYCIOSA-N
Q120307908	ODAOIMAACFDKOX-UKODLXMQSA-N
Q120307909	HNCLEOPLOULAGW-XRQUXGQMSA-N
Q120307913	VKFRVZYXAWSYBF-VLQCDWODSA-N
Q120307916	OLKFIQTWOJIWSI-WJIQJYEXSA-N
Q120307924	XNVHMZFLSZPIHG-OYFLIDIVSA-N
Q120307926	RPFPRNLGVGOGRT-KJXFBLGJSA-N
Q120307928	LLRIQNNFWXSRCC-MUHNVGPXSA-N
Q120307939	NYJATINZUSZUQS-VITOHREHSA-N
Q120307940	HFYFKZIASNBRBO-OAZFLUGDSA-N
Q120307942	VPZURWXHWJUSBH-KLGVPFMTSA-N
Q120307957	NRTBOXCPTVLRIJ-ASOGCORQSA-N
Q120307964	PCINDBSEHFYUCD-BOJRZQGVSA-N
Q120307981	OCGKUUZSKPDQGJ-ZGFAAJLESA-N
Q120307984	LQMKSFHGOKNGEN-QDLFCJRKSA-N
Q120307987	GKLZOHITMNVZGE-IZNSQVAGSA-N
Q120307989	XMMPXNPULZTRPN-AFPJAYEISA-N
Q120307996	LFBVLOLOLWYLRA-STWPMCCFSA-N
Q120308000	FKWNVBCTGASECM-JUWABIDKSA-N
Q120308006	FZVURTREWLGDHJ-UEVHIMBRSA-N
Q120308009	DDLOVYGWICOMEL-YJJZFTLCSA-N
Q120308011	OGFKDRNMLDZKNZ-VXMPBLKKSA-N
Q120308013	WBAZXZVPOAEHBI-QFZJYOFLSA-N
Q120308016	CKSSHXQACMCVEF-QTDDZJFCSA-N
Q120308030	YUJYLOOQZVROCE-AFJGANRMSA-N
Q120308031	HHIZSGSSYMKENE-ZLOAVCHFSA-N
Q120308034	YCDGHZYPAWMPIE-BDYFXHCYSA-N
Q120308043	WKYWXHXOTWZNBY-ZGWCMKQHSA-N
Q120308051	BURSBPUKIKFQEZ-XDSPJLLDSA-N
Q120308054	ADLARZRWMKCXFA-AVZOHQNRSA-N
Q120308062	DXKJJEHYDMZRTD-ZYNDHFKASA-N
Q120308066	JQSCNHLIIHGXTQ-IVGLEMFESA-N
Q120308087	OFOUJUYCJNLBMI-NMXFDWKQSA-N
Q120308090	FPOAXUHFEREKGJ-XRQUXGQMSA-N
Q120308094	GKXJCTQSLVKTAV-NTEBNZJHSA-N
Q120308098	HNZAMPSCDRDNTB-RKKRWDGXSA-N
Q120308100	JFVUEWLLCUCKNX-LWWJFRCZSA-N
Q120308105	NHKUDVDQKGMHOT-JUWABIDKSA-N
Q120308116	OAUIATRHRWHGPG-FWRYTQSPSA-N
Q120308120	ATIJQICEVOBWRO-SXCMQPCVSA-N
Q120308121	ZODBEZOLKCTFQD-MEDYRYPSSA-N
Q120308123	OWSGWCJBVUILEM-RYOSHBBVSA-N
Q120308138	QFGBUBRLCJWGHL-FIAXNTQPSA-N
Q120308149	BUZGPRVYXXZJOM-LCWFRSHRSA-N
Q120308164	VWHSHGFRVURWCT-UCOHOOIHSA-N
Q120308168	HJCSJRMDXVOAPF-JTTBUAGNSA-N
Q120308169	ILHYROZGYZXGAH-SRTXAPAFSA-N
Q120308171	GWAPUNYCUNDCGX-RLOSBBMUSA-N
Q120308186	JPFYCYVASJVAFE-YAQWZIMWSA-N
Q120308194	IIKOPEGPWUIWBZ-NHMXFIFMSA-N
Q120308196	MBZUTJZGLGNFSL-FXZHXITLSA-N
Q120308199	OGIUTJOKKAPYCI-FMPDMVCASA-N
Q120308203	DWAKZUOJAVMFAX-JLLCSNRXSA-N
Q120308206	WNQHYSHZICQDMO-NRCBGWMYSA-N
Q120308211	LQOWVDWRTIKGSB-HDZLUEJVSA-N
Q120308216	DDLHQOGXWZSWOY-XAHPBBGWSA-N
Q120308219	UWAHBZFLKDLJMW-ZPEODDJRSA-N
Q120308221	ONAVEICYEBMEGM-HDPJWARNSA-N
Q120308235	FMFHDWPKUOEZJJ-DPLZRVPVSA-N
Q120308237	ZPXNXHSDRNSJAJ-CYFUKAPISA-N
Q120308239	QKDLXAPYEVNGMA-JCDKYBQZSA-N
Q120308242	DWGZNFYMRBTUGO-HZEQEEQSSA-N
Q120308244	BGEXYDXACOPMRE-PVNISGDCSA-N
Q120308246	VJUNBNPUVDHROG-VQRYOSGXSA-N
Q120308250	FMGPGIMIGMLEBQ-JHJZYHDZSA-N
Q120308258	LHTUAQKPVMSBIN-QUQIOBLVSA-N
Q120308264	GFEGQMCWQRVZEW-VITOHREHSA-N
Q120308266	AOFIVWMQZUBSRB-UEVHIMBRSA-N
Q120308269	AWEPSNSNLDEOBY-OXPNCLBLSA-N
Q120308277	KDNNJQZLFWDXMG-YQCNTNRBSA-N
Q120308282	OYTHOMOENICTLE-LTOHLDJJSA-N
Q120308287	ASUQQNMFKHYMOQ-NWRSTASVSA-N
Q120308289	DGTYXDDQXQCXKJ-GWWQVMMWSA-N
Q120308292	ZOGHEAVPMMLVEE-PFVLMJSVSA-N
Q120308294	MDGOJZSVKFSPFK-AUUDENRDSA-N
Q120308300	YMQXVTUOIKUZOT-VANZJBBMSA-N
Q120308302	JYMTZXSHDGPIRC-QWMSTBEHSA-N
Q120308305	VSCJNGAMLXPROE-ZHGPMTGKSA-N
Q120308307	ORZOPTYYUZVYOL-MPHYHLQOSA-N
Q120308310	YOCWJJMSKYCQIC-YAQOKZIDSA-N
Q120308314	YZOOMSNXEBTBOC-XZIHVUSRSA-N
Q120308327	AAMBJDWOOJEDIS-NEHCVLNQSA-N
Q120308330	MTZSGDVDICFMNR-IXQZZVFOSA-N
Q120308336	ZXODXOPHDVEYDE-LWFBHWIKSA-N
Q120308352	ZZXMIXHGPZSQRW-CUXFWNGPSA-N
Q120308370	AQHLFQJGBXIPCW-FXFPHHKCSA-N
Q120308376	ZEBPAELBSPEZJD-RGULYWFUSA-N
Q120308381	VLEOZEWBPISGKI-LYQCWXPHSA-N
Q120308385	QGIRDOJSLIJDOU-HCGAFOIDSA-N
Q120308387	TUDRBRNMJFADST-YQCNTNRBSA-N
Q120308399	YKDCPXHSKQVKAN-NKTSORBJSA-N
Q120308401	SUELXNBFBJDTLR-KRVIBIKLSA-N
Q120308407	GKOZUBXLVBMOOP-GWRSVMHXSA-N
Q120308413	VQTWDUOUDJVBHP-MZVVFSQDSA-N
Q120308419	QRCAICVDZODDFW-AGIHVSFLSA-N
Q120308422	CWVUHCCDQDINSN-ZKMUQLHUSA-N
Q120308424	ITLYVTWBALGISV-ZTWMSABLSA-N
Q120308428	RVXBKQLEJNGVAA-RAXLQKJMSA-N
Q120308430	UJRYAPACNSWXCI-XTAJRBJHSA-N
Q120308432	JPKMENBYEXXYOZ-BILDVAMGSA-N
Q120308436	HCZCXUHSZDRJOP-OQDXFGNVSA-N
Q120308440	CGQPVMCZEFYEDC-LIZGRMTQSA-N
Q120308442	XARZXTMIZSDUPS-LRFDNYPESA-N
Q120308450	RUEMGAHQIIUHEI-NTCUGSHPSA-N
Q120308452	XARODFJFBBGYQI-LQRBYYSHSA-N
Q120308454	KGVGBZDHMRHXJU-NOTRBQRDSA-N
Q120308456	TWTGLWVPEPLNET-QUBQTEGYSA-N
Q120308458	NHHFHUAAGVRILB-GOZVIDJKSA-N
Q120308460	CNTBEMCGDNJWTO-LUXGOKQFSA-N
Q120308462	PHPYTPYVDZBYSN-HFXPLSGYSA-N
Q120308467	XJTJQIYYJAMMJK-DRKWNBCKSA-N
Q120308471	KYXHNYHRWSVGNI-DZETVHDMSA-N
Q120308473	OGQKQXFNFWQXEM-CXVVRLCRSA-N
Q120308476	CGTUIJJHROJXLG-ZZDVUJNNSA-N
Q120308478	VMYAGZXOIAWHGG-CAHFVBGXSA-N
Q120308480	NVXGQVRJRSRPBJ-LNZANBHBSA-N
Q120308482	BGUQDXLQQQGYGI-BYPDXEAXSA-N
Q120308484	VSHKFIDBJONMQJ-AMAPPZPBSA-N
Q120308488	JKZDLBMKWUFKQX-OFKRIQGTSA-N
Q120308491	AKYGQDUFVKSOCY-CGNMFZKDSA-N
Q120308494	KAQULNTYJOFZRU-PVXQIPPMSA-N
Q120308509	YADPLOXKGSZJMY-BGFRNLFWSA-N
Q120308512	ORVXWCCJWIPHDX-HLFYWILQSA-N
Q120308515	OCHWTNMEAGXZLO-QUBQTEGYSA-N
Q120308524	REKVAVZCIBWTIF-MSTCREDVSA-N
Q120308527	LJMNAGVDAVANLH-GWRSVMHXSA-N
Q120308530	SRJIADUPRCPELK-OYYGBHLJSA-N
Q120308537	BLSWKKNULIDSEI-BWJAGKHMSA-N
Q120308540	PHBYEBHZTMLLLN-BYSCPRHXSA-N
Q120308544	RLRAOZARPVBVDU-HDVOSZNZSA-N
Q120308548	NWNAUULKADHZTM-AMADHPAWSA-N
Q120308550	KNSQIOORSMFILM-CHMOTEOASA-N
Q120308554	GANPTWKUTLOPRG-ZDTPGCPQSA-N
Q120308566	IOGTZSHHILXYSV-MSMNPEFHSA-N
Q120308572	QREHMAHNWVVNGX-LTOHLDJJSA-N
Q120308574	AWUCZOSWQQDCDM-KVDKQALNSA-N
Q120308578	ZIEVTBRDLYQAEM-MXAADINQSA-N
Q120308580	BZLWSFSJVBOJHO-GRYXULOLSA-N
Q120308594	BKFFHGYRTQRAOC-UWVSRHAVSA-N
Q120308596	MUZCZBHSMGVMMH-JIHIPKGJSA-N
Q120308602	LNDXHOFZTXDALI-MUCYIZALSA-N
Q120308604	RBXHFNJVRUAEPQ-LKPSNUMLSA-N
Q120308608	TWJMKIWUBJALQR-GTSXCBGDSA-N
Q120308610	REOFMXHNUCDXCP-ITINARBPSA-N
Q120308614	UBODNNXOWLESPP-JYANRWDTSA-N
Q120308618	UXGZCTOERRLXRR-POAUZAPCSA-N
Q120308620	KELGSHJXOKETBM-XNZLALOISA-N
Q120308622	SNOIVUPTLYIGOE-FWRYTQSPSA-N
Q120308626	HYSJVOJQELGYMR-FXDZXMKYSA-N
Q120308628	QVNDUFCXLAYJIL-SDOLKURPSA-N
Q120308636	DHEPZAAMMMTQND-NMXFDWKQSA-N
Q120308640	HOKYPGBUIVXWNM-SPUZHWODSA-N
Q120308642	OYXQDNDRGUVFLA-NGUFUEESSA-N
Q120308650	PSHVXELINHKVSO-GEMCBRQDSA-N
Q120308658	WDVXEDLZZBGRSA-PHRGGRIPSA-N
Q120308662	VLKCKIQZMHOQSS-OXNVZGIZSA-N
Q120308664	RGLIERIRKNERBJ-HNOMVOJUSA-N
Q120308666	HXXMGAYGVAIPCD-LAZWMPESSA-N
Q120308672	WOMJICFMGACXPF-RZROOTDKSA-N
Q120308674	XQIVIWUXZXUEGD-TUNUXBHUSA-N
Q120308676	PJYPEUQYVORHGK-JGYSJRAUSA-N
Q120308680	QUYYSCUWFIPHFD-FIJCJXKESA-N
Q120308684	SQWVDKSCEGWEHI-CAWWIDELSA-N
Q120308686	CNEYOPXHXVZSDP-GFXYAZLQSA-N
Q120308688	NHAASRJCPDZSBS-NZHWDKOBSA-N
Q120308690	FHMIXLAAWKFWJU-QBGHEJBWSA-N
Q120308694	BSPGOYUANMUSAF-SAYSOBHESA-N
Q120308702	ILDSWSIENQGGIV-SLBKJFRISA-N
Q120308704	QPQIUVRFRMEHGI-KTIJQTJVSA-N
Q120308706	DPCOYAVXZKLDMF-WKYZEPCJSA-N
Q120308715	HOODNXJDZBOENE-NLNWHARYSA-N
Q120308719	NNEQNJVWFDXEJC-CEJZXFFHSA-N
Q120308726	UBJNXKXJVOLKRG-AZVOFELTSA-N
Q120308753	VNQACVFLMLYTLE-WDLXSBMRSA-N
Q120308759	FBWAVIDBZKJEKS-FHPNQFJXSA-N
Q120308763	WSAZFARAOHYZPA-DJNFSGNCSA-N
Q120308765	ODPTYZUWFNKQBT-CNRZZVPBSA-N
Q120309205	HETQFYIYMXMQBK-PZXCMIKXSA-N
Q120309207	OROQNQXNHKHHFZ-YQGJAOLESA-N
Q120309214	JLIRJFFDSSGBKR-SILMUPLWSA-N
Q120309217	RUMWXJZJQMOKAE-XOAKUQSMSA-N
Q120309220	YNEOLADFAMAJRL-RVFUDIMOSA-N
Q120309227	MTOSIZNZORDCPU-RWVPSBCLSA-N
Q120309229	LCPWNAXKIKGUCU-MXCALKMMSA-N
Q120309242	UTWKNLLNAXNHQZ-XRTWLMOFSA-N
Q120309249	SNRDUJXYZXCJSU-BIMFOYNESA-N
Q120309251	QJVRNLOKNFKQPK-XKMIUALWSA-N
Q120309256	USNXLEYCWOTTKD-UEMPKFEDSA-N
Q120309260	VIIDGQMZZIOSRE-MDHPHXKSSA-N
Q120309263	LPXJZLWGLXJVDS-JMKDLZGBSA-N
Q120309267	SRVDDQLMNGJSEQ-AQHBKVOKSA-N
Q120309272	APUARMLTGNBSQX-JLECJNSQSA-N
Q120309282	IJJOKXVFUJGTSW-PYSITTPQSA-N
Q120309290	QJXKBVKCFDJGGS-GWRSVMHXSA-N
Q120309292	WRTGAAOAWGKQRW-ARQYALRPSA-N
Q120309295	GODAJGROWBQFNC-MJPIINLISA-N
Q120309311	UACMRXAIQYPWPD-YDSXGUOBSA-N
Q120309313	JRPDVGWHDZXYSM-QNWDUFECSA-N
Q120309316	ANTUFZYLJWQYBV-ARXPHXHESA-N
Q120309318	YKSMEOYTADDTIC-PVXQIPPMSA-N
Q120309334	SQHCYMMQODRUKO-RLOSBBMUSA-N
Q120309339	SKPHEMHBXOSJTR-IDRMDFDMSA-N
Q120309344	GIEJIQUJJBLQEX-DZETVHDMSA-N
Q120309346	QZPUBZYXUURWHU-UVTBUIGASA-N
Q120309355	HMCXLSZAQVSPSD-LYINUXIMSA-N
Q120309360	JDTGOJPKNZTILK-YGJJBUPOSA-N
Q120309364	JFLAYTFIAQTTPK-DAQGAKHBSA-N
Q120309367	AWCITKTWGQBQMG-PKLZGDRMSA-N
Q120309369	KCSZZSQRNVRVNG-MJZWZRNFSA-N
Q120309384	UYPMDSAKBYPFDY-NMVZCMKVSA-N
Q120309386	JBVLMBRPYYJJMT-WYAZBJGBSA-N
Q120309392	ZIJSEZFUDAJWRW-HCMXCJRJSA-N
Q120309393	IWPRJSBTZVGNHZ-AUUDENRDSA-N
Q120309401	MMJVZYNBKGGBHK-CXVVRLCRSA-N
Q120309403	YBAKTDBRTPDXEY-OYYGBHLJSA-N
Q120309406	OGZFTKQUULQGJV-ZIJXFZPXSA-N
Q120309420	QCDBCXHTLSVKFR-WWJFGPSISA-N
Q120309440	DULYYYPVJPEIAL-MSHCTOOZSA-N
Q120309452	LHWPUYKWUATBOK-MEDYRYPSSA-N
Q120309454	BCRMWXKYZBYJMB-ZAMPDNBRSA-N
Q120309457	CIKNWJDLKVXMMN-WVMRLRFISA-N
Q120309461	QNYBMSIMYDICNC-KTTOFWACSA-N
Q120309471	BECJXOYHXFMJCY-WLZNMUCWSA-N
Q120309473	KWTGTUHBRMSYKK-NFAOBICSSA-N
Q120309475	MZJNUBJITJCUAE-UQFMLRITSA-N
Q120309478	IPMSJEKAGKZSTA-QNWDUFECSA-N
Q120309480	FVZDQBWTJRAYCL-OKVZDSLKSA-N
Q120309481	ZKHNSFFTABVNPH-RPBKOFKMSA-N
Q120309483	XTKLHBSWGQVLTF-JUGOELLVSA-N
Q120309489	AXDJTZUUXHXBTD-LKTDVBJZSA-N
Q120309493	DTQODGBUCOBGCH-VAUMCCOVSA-N
Q120309497	CVGUYFZVGSMLAW-ZOHXUKRYSA-N
Q120309501	VMDJNNAJXBQVIM-VRKCKBIJSA-N
Q120309511	YPAUEKKBHJNYGR-FJCMQPTCSA-N
Q120309513	KMSOODRQVVQSHL-XYZHGJMBSA-N
Q120309516	GXZFGTSPIUSYFN-CEGOLHIOSA-N
Q120309519	FPPCIHBYVYIVSN-WQCOOPGCSA-N
Q120309521	AZDQMSOBBOSMAG-CUZBFJQDSA-N
Q120309523	VTBGAHYENJLCID-IBZPFYEISA-N
Q120309527	YGFDMEOTKHQHKP-BNLNDNLNSA-N
Q120309533	XURVVLJXKRLGNB-ZZUNLIRJSA-N
Q120309535	VYIWQQWAQYOOKU-WIVNPGDUSA-N
Q120309537	BLVCYLFOBFRSDN-NYNDEQJMSA-N
Q120309539	QYVKYVNFTBDNJB-WHWMSIQTSA-N
Q120309541	FSHWBJFDEBMUAT-JRLJFDQYSA-N
Q120309543	JIZLYRVHMUIEFV-LXXUXUMFSA-N
Q120309545	QZUKFUGRRCFONJ-DPRFBOGESA-N
Q120309548	ZSNSYIKKJVPKSL-NEPPKNBOSA-N
Q120309550	GVKKVRWNKYPOMH-RJIJTKEKSA-N
Q120309551	GYRPKJJPJWIWMX-NUUOALBHSA-N
Q120309553	DABYYQOIKAUMAY-XUDFWVPRSA-N
Q120309555	WNNNJZFLCHPEJJ-WRQJVKDISA-N
Q120309557	DDWVHTTZVSJCOI-WFRUHPDCSA-N
Q120309561	VHYFFLCGQMNZNB-GZFDAEJUSA-N
Q120309567	IOQBBSJPJOUDLE-UZTNWUNVSA-N
Q120309569	VVERZAZYIVOOPX-JCXXYJEVSA-N
Q120309571	HMSHRTLKONAYSL-XROHVFKASA-N
Q120309573	QWJIMQQYHINMQE-QJJGVXGTSA-N
Q120309577	JNNQVGBQCBFXRU-ZZTWLFPRSA-N
Q120309584	QKWLKCVHJURHOR-KSIBUQRISA-N
Q120309586	RAVBJRZYBYBZBC-IGJNYAKBSA-N
Q120309588	IENWKZPCOMXACK-NGQBJKLHSA-N
Q120309612	ZFRBINIKZVCZQX-AMAPPZPBSA-N
Q120309613	NLCWBTJEPMILBI-AARKOHAPSA-N
Q120309615	RDCLYYGRIQMUIL-UVTBUIGASA-N
Q120309618	AWLOVRYKWYZEEW-HLFYWILQSA-N
Q120309625	IBAMHIWMOGOUBF-XDSPJLLDSA-N
Q120309629	IWPOMZUTHSVWMW-IWSXCEBMSA-N
Q120309636	JWQKOXDKNCWTDA-UAMIDQOBSA-N
Q120309642	YPXDUVWMKVFZDW-RGULYWFUSA-N
Q120309644	GODVJHJLVFROME-AARKOHAPSA-N
Q120309648	HXSURKCJTBETAI-GPOMZPHUSA-N
Q120309652	XNKJFCWEEYOWHE-PVXQIPPMSA-N
Q120309658	UJEJQTVMXMMALM-GPOMZPHUSA-N
Q120309660	XPKMZVZURGUUEV-NOCHOARKSA-N
Q120309664	DERBZMCOPJTRSZ-LRHWHBABSA-N
Q120309678	UVWYXCPCMPKZEC-AMAPPZPBSA-N
Q120309683	OIXDXEPCJWGUSZ-GPOMZPHUSA-N
Q120309693	VLPJTQXJVHPDIV-RZLZZYIUSA-N
Q120309702	FGTDKOJBXKZLFG-XDSPJLLDSA-N
Q120309705	OSEFRZRPEBUZHM-NOCHOARKSA-N
Q120309710	PQNAZHVNKDOOFJ-QBXSHKFASA-N
Q120309714	JIVROOCQAUGMSR-GPOMZPHUSA-N
Q120309719	YMQHGFKMTUEJFL-NOCHOARKSA-N
Q120309729	MXERKOUIKYBOJD-RGULYWFUSA-N
Q120309731	OCZWWQXDRMHZRF-RMWHIXKSSA-N
Q120309742	QLJZCKICKVUGKY-LDEMPGCNSA-N
Q120309744	QPLGPOYWQGNODB-OPLANILISA-N
Q120309746	RVGPYZRIGMTXEE-GPOMZPHUSA-N
Q120309751	RDGOWVQONPEGML-ZWXJPIIXSA-N
Q120309758	GWCILUFBQVXMTK-XDSPJLLDSA-N
Q120309760	JEKUWMYZBKQRGH-GPOMZPHUSA-N
Q120309762	HUCMEIJXXAHROV-SAIUNTKASA-N
Q120309764	NQMVSYFORCLWPW-JSOSNVBQSA-N
Q120309767	FXWFFEUZEXTYPJ-ZVOBZCRSSA-N
Q120309772	IJEBIXQNWHNFSW-GPOMZPHUSA-N
Q120309777	FVTJXYCQZDKJDQ-SAIUNTKASA-N
Q120309779	RASGSBWFARVWKN-JSOSNVBQSA-N
Q120309781	BZUOFMNSSGKDLJ-ZYIRWWKFSA-N
Q120309793	ULMDIFSOZFTRBD-PDXDKUIMSA-N
Q120309795	MHYFTRMBVMSJBK-TUFPPALTSA-N
Q120309801	OBVIJGGEHHPAMK-KQAFZYEMSA-N
Q120309803	ALHYOYYGOVGUJA-ZFESHMOZSA-N
Q120309810	KKIWTFIITJYWJK-HOFUCYGESA-N
Q120309813	IYQCRTYEUIXHJJ-KQAFZYEMSA-N
Q120309817	KVMIIDXBXADXIM-ZJHXHYSUSA-N
Q120309827	SYAYTZJXUCQTMJ-XOZMKWGESA-N
Q120309831	UJFCDWBOVQFLEV-ZFESHMOZSA-N
Q120309833	OUMZAOJFRJQBOF-ZDTPGCPQSA-N
Q120309837	GRXQVLCZJYBDDD-HPYWTVDESA-N
Q120309841	WARVLDUQGPRJFS-WDYNHAJCSA-N
Q120309843	GLMVRWSEXIQXQH-WDYNHAJCSA-N
Q120309847	MIZPDGHDRVZLTB-AIDFJJIJSA-N
Q120309855	FMJXBRZFHKZLFQ-GPOMZPHUSA-N
Q120309859	NRQQGYJXZDJFLL-SAIUNTKASA-N
Q120309865	QKISPFFHFYCBQG-ZWXJPIIXSA-N
Q120309868	UJEVNPCKESBVQY-SAIUNTKASA-N
Q120309875	XJDDGRCKBXCKLC-XAAXABFHSA-N
Q120309881	PYBKSJHXTIWVGG-CBIJSSGGSA-N
Q120309885	WZPPDEWGGOSITK-XTAHAQMDSA-N
Q120309890	BUDOPGQIGPTIKK-JYANRWDTSA-N
Q120309892	AJOYHSFHWNENJT-ZFESHMOZSA-N
Q120309895	YFUXUUHUZZVZFB-KVIBDXDUSA-N
Q120309899	DLCOCSWFUKNXGG-NOCHOARKSA-N
Q120309910	CWWOGJUZNOPGFM-FXFPHHKCSA-N
Q120309912	CRNHCTGXEIEELY-RGULYWFUSA-N
Q120309914	SYHXJKJCTYXYIF-KLGVPFMTSA-N
Q120309916	QNIOWDJBEDFQPG-VXMPBLKKSA-N
Q120309918	VUBVKHWJULWALI-LYQCWXPHSA-N
Q120309922	BMPKLXCOXSLWJV-XAHPBBGWSA-N
Q120309924	GTJROOJMUSPHPA-YQCNTNRBSA-N
Q120309926	MNRFNPBWEUNTNM-DCBFBIAFSA-N
Q120309931	GNVQMWODSYHZEQ-LQRBYYSHSA-N
Q120309933	YXHJUGVCZOPRFS-KVDKQALNSA-N
Q120309935	IYLRTDUPLKAOIS-KVIBDXDUSA-N
Q120309939	SVYAEHHROLLGCM-QAZBPYKKSA-N
Q120309950	BJYDKVDBVMSMSX-AARKOHAPSA-N
Q120309954	MZYKHQWERRQINC-MDHPHXKSSA-N
Q120309956	BEJLHCGNAFBXJW-RGULYWFUSA-N
Q120309965	ATQLZAZHNZQPGD-JLECJNSQSA-N
Q120309971	DHANIEPLFBHGPH-DGWJSABMSA-N
Q120309973	IKVVCAQRZAETBW-SRTXAPAFSA-N
Q120309975	MNIQEYJJOYWJDE-ZEMQJROBSA-N
Q120309979	RTGRBWCZJSZFHC-VUAATOSCSA-N
Q120309981	BWIRZGCRKJQVAS-QAZBPYKKSA-N
Q120309985	ODKJOJSLMBXNQO-GWRSVMHXSA-N
Q120309994	AOBCRVMACOIDIR-CQGPZNNBSA-N
